cell	start	end	state
E030	67406800	67407000	4
E030	67407000	67411200	5
E030	67411200	67414400	6
E030	67414400	67422200	4
E030	67422200	67424200	5
E030	67424200	67438200	4
E030	67438200	67439200	6
E030	67439200	67456400	4
E030	67456400	67464000	5
E030	67464000	67465000	7
E030	67465000	67484200	5
E030	67484200	67487000	4
E030	67487000	67503400	5
E030	67503400	67510000	4
E030	67510000	67511400	5
E030	67511400	67512600	4
E030	67512600	67513400	5
E030	67513400	67515200	4
E030	67515200	67517800	5
E030	67517800	67518400	7
E030	67518400	67519200	2
E030	67519200	67520200	1
E030	67520200	67520400	2
E030	67520400	67521200	14
E030	67521200	67521600	7
E030	67521600	67532400	15
E030	67532400	67534400	9
E030	67534400	67538400	15
E030	67538400	67539200	9
E030	67539200	67600000	15
E030	67600000	67600400	14
E030	67600400	67600600	11
E030	67600600	67600800	2
E030	67600800	67603600	14
E030	67603600	67714400	15
E030	67714400	67718000	9
E030	67718000	67738200	15
E030	67738200	67739800	9
E030	67739800	67766926	15
E031	67362595	67382600	15
E031	67382600	67382800	5
E031	67382800	67383000	8
E031	67383000	67385600	5
E031	67385600	67386200	8
E031	67386200	67386600	4
E031	67386600	67389000	5
E031	67389000	67389600	7
E031	67389600	67390400	2
E031	67390400	67391200	1
E031	67391200	67391800	2
E031	67391800	67392400	7
E031	67392400	67394800	5
E031	67394800	67395000	7
E031	67395000	67395800	2
E031	67395800	67396400	1
E031	67396400	67398200	2
E031	67398200	67399800	7
E031	67399800	67400200	2
E031	67400200	67403600	5
E031	67403600	67404000	7
E031	67404000	67406400	5
E031	67406400	67414000	4
E031	67414000	67415200	5
E031	67415200	67415800	4
E031	67415800	67416400	5
E031	67416400	67439000	4
E031	67439000	67440400	5
E031	67440400	67442400	4
E031	67442400	67443800	5
E031	67443800	67445200	4
E031	67445200	67446600	5
E031	67446600	67451400	4
E031	67451400	67452200	5
E031	67452200	67455800	4
E031	67455800	67464200	5
E031	67464200	67478800	4
E031	67478800	67480400	5
E031	67480400	67480800	4
E031	67480800	67483200	5
E031	67483200	67489000	4
E031	67489000	67494600	5
E031	67494600	67496600	4
E031	67496600	67501800	5
E031	67501800	67502000	8
E031	67502000	67503000	4
E031	67503000	67503400	8
E031	67503400	67509800	4
E031	67509800	67510600	5
E031	67510600	67511000	7
E031	67511000	67511800	5
E031	67511800	67516200	4
E031	67516200	67518000	5
E031	67518000	67518400	7
E031	67518400	67519400	2
E031	67519400	67520000	1
E031	67520000	67520400	2
E031	67520400	67520600	1
E031	67520600	67532200	15
E031	67532200	67534400	9
E031	67534400	67538000	15
E031	67538000	67538800	9
E031	67538800	67554400	15
E031	67554400	67556000	9
E031	67556000	67575000	15
E031	67575000	67579200	7
E031	67579200	67580800	9
E031	67580800	67600000	15
E031	67600000	67600200	7
E031	67600200	67600800	2
E031	67600800	67601000	1
E031	67601000	67648000	15
E031	67648000	67648800	9
E031	67648800	67698400	15
E031	67698400	67701400	14
E031	67701400	67715600	15
E031	67715600	67717800	9
E031	67717800	67729600	15
E031	67729600	67730800	7
E031	67730800	67737200	15
E031	67737200	67739000	9
E031	67739000	67760400	15
E031	67760400	67761200	9
E031	67761200	67766800	15
E031	67766800	67766926	14
E032	67362595	67383000	15
E032	67383000	67383800	9
E032	67383800	67389200	15
E032	67389200	67389800	7
E032	67389800	67390200	2
E032	67390200	67391200	1
E032	67391200	67391600	2
E032	67391600	67392000	7
E032	67392000	67395200	5
E032	67395200	67395400	7
E032	67395400	67395600	2
E032	67395600	67396800	1
E032	67396800	67397600	2
E032	67397600	67398200	7
E032	67398200	67399600	5
E032	67399600	67400400	7
E032	67400400	67406400	5
E032	67406400	67439200	4
E032	67439200	67440000	5
E032	67440000	67452800	4
E032	67452800	67454200	5
E032	67454200	67454800	4
E032	67454800	67461600	5
E032	67461600	67462000	7
E032	67462000	67467400	5
E032	67467400	67476200	4
E032	67476200	67483400	5
E032	67483400	67488400	4
E032	67488400	67490000	5
E032	67490000	67490200	4
E032	67490200	67490400	5
E032	67490400	67492000	4
E032	67492000	67493800	5
E032	67493800	67496600	4
E032	67496600	67501800	5
E032	67501800	67510400	4
E032	67510400	67510800	6
E032	67510800	67517200	4
E032	67517200	67518000	5
E032	67518000	67518400	7
E032	67518400	67519000	2
E032	67519000	67520200	1
E032	67520200	67520400	2
E032	67520400	67520600	7
E032	67520600	67532200	15
E032	67532200	67535400	9
E032	67535400	67538000	15
E032	67538000	67538800	9
E032	67538800	67554400	15
E032	67554400	67556200	9
E032	67556200	67575200	15
E032	67575200	67579400	7
E032	67579400	67580600	9
E032	67580600	67600200	15
E032	67600200	67600400	7
E032	67600400	67600600	2
E032	67600600	67600800	11
E032	67600800	67601000	12
E032	67601000	67602400	14
E032	67602400	67614400	15
E032	67614400	67615400	7
E032	67615400	67617800	15
E032	67617800	67626600	14
E032	67626600	67680400	15
E032	67680400	67681000	7
E032	67681000	67714400	15
E032	67714400	67717600	9
E032	67717600	67730400	15
E032	67730400	67730800	7
E032	67730800	67763200	15
E032	67763200	67766926	14
E033	67362595	67367200	15
E033	67367200	67369400	5
E033	67369400	67382800	15
E033	67382800	67383600	9
E033	67383600	67387800	5
E033	67387800	67388400	4
E033	67388400	67389000	5
E033	67389000	67389400	7
E033	67389400	67390000	2
E033	67390000	67391200	1
E033	67391200	67392200	2
E033	67392200	67393000	7
E033	67393000	67393600	5
E033	67393600	67393800	7
E033	67393800	67394600	5
E033	67394600	67395000	7
E033	67395000	67395600	2
E033	67395600	67396800	1
E033	67396800	67397000	2
E033	67397000	67397200	1
E033	67397200	67397800	2
E033	67397800	67398400	7
E033	67398400	67399400	2
E033	67399400	67399600	7
E033	67399600	67400200	2
E033	67400200	67401600	7
E033	67401600	67402800	5
E033	67402800	67409000	7
E033	67409000	67412600	5
E033	67412600	67423000	4
E033	67423000	67426200	5
E033	67426200	67427800	6
E033	67427800	67430000	5
E033	67430000	67433000	4
E033	67433000	67434400	5
E033	67434400	67436800	4
E033	67436800	67440000	5
E033	67440000	67441400	4
E033	67441400	67442800	5
E033	67442800	67446200	4
E033	67446200	67447000	6
E033	67447000	67447600	2
E033	67447600	67448000	7
E033	67448000	67448200	6
E033	67448200	67449800	4
E033	67449800	67451400	5
E033	67451400	67460200	4
E033	67460200	67464600	5
E033	67464600	67465000	6
E033	67465000	67466200	5
E033	67466200	67478600	4
E033	67478600	67482600	5
E033	67482600	67491000	4
E033	67491000	67494600	5
E033	67494600	67496000	4
E033	67496000	67502400	5
E033	67502400	67515000	4
E033	67515000	67516000	5
E033	67516000	67516600	4
E033	67516600	67518000	6
E033	67518000	67518200	3
E033	67518200	67518800	2
E033	67518800	67520400	1
E033	67520400	67520600	2
E033	67520600	67538000	15
E033	67538000	67540200	9
E033	67540200	67583400	15
E033	67583400	67584800	7
E033	67584800	67600200	15
E033	67600200	67600800	1
E033	67600800	67601000	2
E033	67601000	67601200	7
E033	67601200	67606800	5
E033	67606800	67607000	7
E033	67607000	67607800	5
E033	67607800	67609000	7
E033	67609000	67609400	2
E033	67609400	67610800	7
E033	67610800	67611200	5
E033	67611200	67612400	7
E033	67612400	67614400	5
E033	67614400	67615000	7
E033	67615000	67634400	15
E033	67634400	67636200	7
E033	67636200	67638000	2
E033	67638000	67639400	7
E033	67639400	67641400	14
E033	67641400	67641800	7
E033	67641800	67646200	15
E033	67646200	67655600	14
E033	67655600	67656000	7
E033	67656000	67659400	14
E033	67659400	67662000	7
E033	67662000	67677400	15
E033	67677400	67679000	7
E033	67679000	67679400	5
E033	67679400	67679800	7
E033	67679800	67714800	15
E033	67714800	67715000	9
E033	67715000	67715800	15
E033	67715800	67716000	9
E033	67716000	67727200	15
E033	67727200	67729000	7
E033	67729000	67729400	5
E033	67729400	67730600	7
E033	67730600	67731000	2
E033	67731000	67731600	7
E033	67731600	67738200	5
E033	67738200	67738600	8
E033	67738600	67739200	5
E033	67739200	67741200	7
E033	67741200	67766926	15
E034	67362595	67365400	14
E034	67365400	67385600	15
E034	67385600	67389200	5
E034	67389200	67389600	7
E034	67389600	67390200	2
E034	67390200	67391000	1
E034	67391000	67391800	2
E034	67391800	67392000	7
E034	67392000	67395000	5
E034	67395000	67395600	2
E034	67395600	67400000	1
E034	67400000	67400400	2
E034	67400400	67400800	7
E034	67400800	67401800	5
E034	67401800	67403400	7
E034	67403400	67406400	5
E034	67406400	67407400	4
E034	67407400	67407800	6
E034	67407800	67408200	5
E034	67408200	67408400	4
E034	67408400	67410000	5
E034	67410000	67431200	4
E034	67431200	67431800	8
E034	67431800	67446400	4
E034	67446400	67447000	5
E034	67447000	67447600	1
E034	67447600	67447800	3
E034	67447800	67455600	4
E034	67455600	67468600	5
E034	67468600	67473800	4
E034	67473800	67475800	5
E034	67475800	67478600	4
E034	67478600	67483200	5
E034	67483200	67488000	4
E034	67488000	67489400	5
E034	67489400	67490600	4
E034	67490600	67495000	5
E034	67495000	67496000	4
E034	67496000	67501800	5
E034	67501800	67517200	4
E034	67517200	67518400	5
E034	67518400	67518600	2
E034	67518600	67519800	1
E034	67519800	67520400	2
E034	67520400	67520600	7
E034	67520600	67527800	15
E034	67527800	67541600	14
E034	67541600	67556400	15
E034	67556400	67561200	14
E034	67561200	67578000	15
E034	67578000	67578400	14
E034	67578400	67580200	9
E034	67580200	67598600	15
E034	67598600	67600200	14
E034	67600200	67600400	12
E034	67600400	67600800	11
E034	67600800	67601000	12
E034	67601000	67602800	14
E034	67602800	67607200	15
E034	67607200	67609600	7
E034	67609600	67610600	5
E034	67610600	67612200	7
E034	67612200	67614400	5
E034	67614400	67615200	7
E034	67615200	67622200	14
E034	67622200	67622800	13
E034	67622800	67632000	14
E034	67632000	67632200	2
E034	67632200	67632800	1
E034	67632800	67633400	10
E034	67633400	67635800	14
E034	67635800	67638600	7
E034	67638600	67658600	15
E034	67658600	67661600	7
E034	67661600	67677200	14
E034	67677200	67678800	7
E034	67678800	67686400	14
E034	67686400	67687000	13
E034	67687000	67692000	14
E034	67692000	67692600	7
E034	67692600	67715600	15
E034	67715600	67717000	9
E034	67717000	67727600	15
E034	67727600	67729800	7
E034	67729800	67731200	5
E034	67731200	67731400	15
E034	67731400	67731600	7
E034	67731600	67766926	15
E035	67362595	67383000	15
E035	67383000	67384000	9
E035	67384000	67384400	8
E035	67384400	67389200	5
E035	67389200	67390600	2
E035	67390600	67391200	1
E035	67391200	67392200	2
E035	67392200	67393000	7
E035	67393000	67394600	5
E035	67394600	67394800	7
E035	67394800	67395600	2
E035	67395600	67396200	1
E035	67396200	67397600	2
E035	67397600	67398000	1
E035	67398000	67398600	2
E035	67398600	67399600	7
E035	67399600	67400400	2
E035	67400400	67400600	7
E035	67400600	67406400	5
E035	67406400	67409800	4
E035	67409800	67411600	5
E035	67411600	67429400	4
E035	67429400	67430600	5
E035	67430600	67431400	4
E035	67431400	67432000	8
E035	67432000	67439000	4
E035	67439000	67440800	5
E035	67440800	67441600	4
E035	67441600	67443000	5
E035	67443000	67445000	4
E035	67445000	67446600	5
E035	67446600	67447000	7
E035	67447000	67447600	2
E035	67447600	67447800	6
E035	67447800	67455800	4
E035	67455800	67461400	5
E035	67461400	67461800	7
E035	67461800	67464200	5
E035	67464200	67465600	7
E035	67465600	67468000	5
E035	67468000	67468600	6
E035	67468600	67471800	4
E035	67471800	67472400	5
E035	67472400	67472600	4
E035	67472600	67474200	5
E035	67474200	67474600	4
E035	67474600	67475800	5
E035	67475800	67476400	4
E035	67476400	67483200	5
E035	67483200	67487000	4
E035	67487000	67494000	5
E035	67494000	67497400	4
E035	67497400	67500800	5
E035	67500800	67503400	8
E035	67503400	67517200	4
E035	67517200	67518000	5
E035	67518000	67518800	2
E035	67518800	67519800	1
E035	67519800	67520800	2
E035	67520800	67532400	15
E035	67532400	67534400	9
E035	67534400	67537200	15
E035	67537200	67539400	9
E035	67539400	67554400	15
E035	67554400	67556200	9
E035	67556200	67578800	15
E035	67578800	67580200	9
E035	67580200	67586200	15
E035	67586200	67587000	9
E035	67587000	67600200	15
E035	67600200	67600400	7
E035	67600400	67601000	2
E035	67601000	67601200	14
E035	67601200	67630000	15
E035	67630000	67636000	14
E035	67636000	67637600	7
E035	67637600	67638600	14
E035	67638600	67639200	13
E035	67639200	67644200	14
E035	67644200	67647800	15
E035	67647800	67649200	9
E035	67649200	67656600	15
E035	67656600	67658400	14
E035	67658400	67659800	13
E035	67659800	67664600	14
E035	67664600	67714200	15
E035	67714200	67717000	9
E035	67717000	67727600	15
E035	67727600	67730200	7
E035	67730200	67730800	2
E035	67730800	67734400	7
E035	67734400	67738000	15
E035	67738000	67739000	9
E035	67739000	67766926	15
E036	67362595	67382600	15
E036	67382600	67385400	5
E036	67385400	67386200	8
E036	67386200	67389000	5
E036	67389000	67389200	7
E036	67389200	67390000	2
E036	67390000	67391200	1
E036	67391200	67392200	2
E036	67392200	67392800	7
E036	67392800	67394000	5
E036	67394000	67395000	7
E036	67395000	67395800	2
E036	67395800	67396800	1
E036	67396800	67398400	2
E036	67398400	67398600	7
E036	67398600	67398800	2
E036	67398800	67400400	7
E036	67400400	67404000	5
E036	67404000	67404800	7
E036	67404800	67406400	5
E036	67406400	67407000	4
E036	67407000	67409200	5
E036	67409200	67426400	4
E036	67426400	67427200	6
E036	67427200	67455200	4
E036	67455200	67464200	5
E036	67464200	67465800	7
E036	67465800	67466200	5
E036	67466200	67467600	4
E036	67467600	67468800	6
E036	67468800	67472200	4
E036	67472200	67473200	5
E036	67473200	67473600	4
E036	67473600	67475200	5
E036	67475200	67478000	4
E036	67478000	67484000	5
E036	67484000	67487200	4
E036	67487200	67489400	5
E036	67489400	67491000	4
E036	67491000	67494200	5
E036	67494200	67496000	4
E036	67496000	67500800	5
E036	67500800	67516200	4
E036	67516200	67517800	5
E036	67517800	67518800	2
E036	67518800	67520000	1
E036	67520000	67520400	2
E036	67520400	67521600	7
E036	67521600	67532000	15
E036	67532000	67535200	9
E036	67535200	67538400	15
E036	67538400	67539400	9
E036	67539400	67600400	15
E036	67600400	67600600	7
E036	67600600	67601000	2
E036	67601000	67601400	7
E036	67601400	67614600	15
E036	67614600	67615000	7
E036	67615000	67630400	14
E036	67630400	67631600	13
E036	67631600	67636200	14
E036	67636200	67637800	7
E036	67637800	67638800	14
E036	67638800	67646800	15
E036	67646800	67649000	9
E036	67649000	67657000	14
E036	67657000	67657400	13
E036	67657400	67657800	12
E036	67657800	67660000	13
E036	67660000	67661200	14
E036	67661200	67663400	13
E036	67663400	67670000	14
E036	67670000	67713600	15
E036	67713600	67718600	9
E036	67718600	67727800	15
E036	67727800	67730600	7
E036	67730600	67731000	2
E036	67731000	67731600	7
E036	67731600	67737800	15
E036	67737800	67739400	9
E036	67739400	67766926	15
E037	67362595	67388800	15
E037	67388800	67389600	7
E037	67389600	67390000	2
E037	67390000	67391400	1
E037	67391400	67392000	2
E037	67392000	67393000	7
E037	67393000	67394200	5
E037	67394200	67395000	7
E037	67395000	67395400	2
E037	67395400	67398000	1
E037	67398000	67398400	2
E037	67398400	67398800	7
E037	67398800	67399000	2
E037	67399000	67399400	7
E037	67399400	67399800	2
E037	67399800	67400200	1
E037	67400200	67401000	2
E037	67401000	67406800	7
E037	67406800	67408400	6
E037	67408400	67411400	7
E037	67411400	67412000	5
E037	67412000	67413000	6
E037	67413000	67413400	4
E037	67413400	67418000	5
E037	67418000	67420200	6
E037	67420200	67423800	7
E037	67423800	67424400	5
E037	67424400	67425800	4
E037	67425800	67426400	5
E037	67426400	67427000	7
E037	67427000	67427800	6
E037	67427800	67428600	5
E037	67428600	67429000	4
E037	67429000	67431400	5
E037	67431400	67432000	4
E037	67432000	67435600	5
E037	67435600	67438400	4
E037	67438400	67440400	5
E037	67440400	67443000	4
E037	67443000	67446200	5
E037	67446200	67448000	7
E037	67448000	67448600	6
E037	67448600	67452400	4
E037	67452400	67461600	5
E037	67461600	67462000	7
E037	67462000	67464600	5
E037	67464600	67465200	7
E037	67465200	67502400	5
E037	67502400	67505200	4
E037	67505200	67511000	5
E037	67511000	67512000	4
E037	67512000	67516600	5
E037	67516600	67518400	7
E037	67518400	67518800	2
E037	67518800	67520200	1
E037	67520200	67520400	2
E037	67520400	67520600	7
E037	67520600	67556800	15
E037	67556800	67570200	14
E037	67570200	67600200	15
E037	67600200	67600600	7
E037	67600600	67600800	12
E037	67600800	67605600	14
E037	67605600	67607400	15
E037	67607400	67607600	7
E037	67607600	67608200	5
E037	67608200	67610600	7
E037	67610600	67614400	5
E037	67614400	67615200	7
E037	67615200	67628000	15
E037	67628000	67628600	7
E037	67628600	67635200	5
E037	67635200	67639200	7
E037	67639200	67656400	15
E037	67656400	67657000	7
E037	67657000	67658400	5
E037	67658400	67659800	7
E037	67659800	67660200	2
E037	67660200	67662000	7
E037	67662000	67669200	15
E037	67669200	67677200	5
E037	67677200	67678200	7
E037	67678200	67727600	15
E037	67727600	67728400	7
E037	67728400	67730400	5
E037	67730400	67731000	7
E037	67731000	67766926	15
E038	67362595	67387200	15
E038	67387200	67388800	5
E038	67388800	67389600	7
E038	67389600	67390000	2
E038	67390000	67391200	1
E038	67391200	67392000	2
E038	67392000	67393000	7
E038	67393000	67394000	5
E038	67394000	67395000	7
E038	67395000	67395600	2
E038	67395600	67397400	1
E038	67397400	67397600	2
E038	67397600	67399200	7
E038	67399200	67399800	2
E038	67399800	67400200	1
E038	67400200	67400400	2
E038	67400400	67409800	7
E038	67409800	67412200	5
E038	67412200	67412600	6
E038	67412600	67414000	4
E038	67414000	67414600	6
E038	67414600	67416800	5
E038	67416800	67418000	4
E038	67418000	67418200	6
E038	67418200	67426200	5
E038	67426200	67427400	6
E038	67427400	67428800	4
E038	67428800	67430200	5
E038	67430200	67431800	4
E038	67431800	67435600	5
E038	67435600	67436600	4
E038	67436600	67440400	5
E038	67440400	67441000	4
E038	67441000	67442400	5
E038	67442400	67444600	4
E038	67444600	67446400	5
E038	67446400	67446800	7
E038	67446800	67447400	2
E038	67447400	67448200	7
E038	67448200	67448400	6
E038	67448400	67450600	4
E038	67450600	67461400	5
E038	67461400	67462200	7
E038	67462200	67484400	5
E038	67484400	67485800	4
E038	67485800	67503000	5
E038	67503000	67504200	4
E038	67504200	67507000	5
E038	67507000	67508200	4
E038	67508200	67509400	5
E038	67509400	67509800	4
E038	67509800	67511600	5
E038	67511600	67512000	4
E038	67512000	67513000	5
E038	67513000	67514600	4
E038	67514600	67516600	5
E038	67516600	67516800	6
E038	67516800	67518000	7
E038	67518000	67518600	2
E038	67518600	67520200	1
E038	67520200	67520600	2
E038	67520600	67600200	15
E038	67600200	67600400	7
E038	67600400	67600800	2
E038	67600800	67601000	7
E038	67601000	67606800	14
E038	67606800	67607000	7
E038	67607000	67608400	5
E038	67608400	67609000	7
E038	67609000	67609400	2
E038	67609400	67610800	7
E038	67610800	67612000	5
E038	67612000	67612200	7
E038	67612200	67612600	5
E038	67612600	67612800	7
E038	67612800	67614400	5
E038	67614400	67615000	7
E038	67615000	67628600	15
E038	67628600	67629000	7
E038	67629000	67630000	14
E038	67630000	67635400	15
E038	67635400	67636400	7
E038	67636400	67637800	2
E038	67637800	67638800	7
E038	67638800	67655800	15
E038	67655800	67656000	7
E038	67656000	67659400	5
E038	67659400	67661400	7
E038	67661400	67662600	5
E038	67662600	67662800	7
E038	67662800	67675600	15
E038	67675600	67675800	7
E038	67675800	67676000	15
E038	67676000	67677200	5
E038	67677200	67678200	7
E038	67678200	67727200	15
E038	67727200	67728600	7
E038	67728600	67729800	14
E038	67729800	67730400	7
E038	67730400	67730800	2
E038	67730800	67731600	7
E038	67731600	67766926	15
E039	67362595	67383000	15
E039	67383000	67383800	9
E039	67383800	67389000	15
E039	67389000	67389600	7
E039	67389600	67390200	2
E039	67390200	67391200	3
E039	67391200	67391800	2
E039	67391800	67392200	7
E039	67392200	67392600	5
E039	67392600	67392800	7
E039	67392800	67394600	5
E039	67394600	67394800	7
E039	67394800	67395600	2
E039	67395600	67396600	3
E039	67396600	67397800	1
E039	67397800	67398400	2
E039	67398400	67399000	7
E039	67399000	67399800	2
E039	67399800	67400200	1
E039	67400200	67400600	2
E039	67400600	67409400	7
E039	67409400	67411200	5
E039	67411200	67412000	4
E039	67412000	67414600	6
E039	67414600	67419400	4
E039	67419400	67425600	5
E039	67425600	67426200	6
E039	67426200	67426800	7
E039	67426800	67427600	6
E039	67427600	67433200	4
E039	67433200	67434200	5
E039	67434200	67435000	4
E039	67435000	67436200	5
E039	67436200	67438400	4
E039	67438400	67440600	5
E039	67440600	67442400	4
E039	67442400	67443200	5
E039	67443200	67445000	4
E039	67445000	67446400	5
E039	67446400	67446800	7
E039	67446800	67447000	2
E039	67447000	67447600	1
E039	67447600	67447800	2
E039	67447800	67448400	7
E039	67448400	67461600	5
E039	67461600	67461800	7
E039	67461800	67464400	5
E039	67464400	67465800	7
E039	67465800	67468600	5
E039	67468600	67471000	4
E039	67471000	67475800	5
E039	67475800	67478000	4
E039	67478000	67484000	5
E039	67484000	67489000	4
E039	67489000	67503200	5
E039	67503200	67510600	4
E039	67510600	67510800	6
E039	67510800	67512000	5
E039	67512000	67515400	4
E039	67515400	67516600	5
E039	67516600	67518000	7
E039	67518000	67518200	2
E039	67518200	67518400	1
E039	67518400	67518600	2
E039	67518600	67519600	1
E039	67519600	67520000	3
E039	67520000	67520200	1
E039	67520200	67520600	2
E039	67520600	67533600	15
E039	67533600	67534400	9
E039	67534400	67584000	15
E039	67584000	67584600	7
E039	67584600	67600200	15
E039	67600200	67600400	2
E039	67600400	67600600	1
E039	67600600	67600800	2
E039	67600800	67601000	7
E039	67601000	67602200	5
E039	67602200	67605400	15
E039	67605400	67606600	5
E039	67606600	67612200	7
E039	67612200	67614400	5
E039	67614400	67615200	7
E039	67615200	67635400	15
E039	67635400	67636400	7
E039	67636400	67637000	2
E039	67637000	67637400	7
E039	67637400	67638000	2
E039	67638000	67639200	7
E039	67639200	67659800	15
E039	67659800	67661200	7
E039	67661200	67677400	15
E039	67677400	67679000	7
E039	67679000	67715800	15
E039	67715800	67716600	9
E039	67716600	67727400	15
E039	67727400	67728600	7
E039	67728600	67730200	5
E039	67730200	67731200	7
E039	67731200	67766926	15
E040	67362595	67389400	15
E040	67389400	67389600	7
E040	67389600	67390000	2
E040	67390000	67391200	1
E040	67391200	67391800	2
E040	67391800	67395000	7
E040	67395000	67395400	2
E040	67395400	67397800	1
E040	67397800	67399800	2
E040	67399800	67400200	1
E040	67400200	67400800	2
E040	67400800	67405800	7
E040	67405800	67406400	5
E040	67406400	67409400	6
E040	67409400	67411800	5
E040	67411800	67412200	4
E040	67412200	67413600	6
E040	67413600	67414200	4
E040	67414200	67422200	5
E040	67422200	67422800	7
E040	67422800	67423000	5
E040	67423000	67425600	4
E040	67425600	67427400	6
E040	67427400	67428600	5
E040	67428600	67429600	4
E040	67429600	67430600	5
E040	67430600	67433600	4
E040	67433600	67435400	5
E040	67435400	67436000	4
E040	67436000	67436200	6
E040	67436200	67436800	5
E040	67436800	67437000	6
E040	67437000	67437400	7
E040	67437400	67440400	5
E040	67440400	67442800	4
E040	67442800	67446400	5
E040	67446400	67446800	7
E040	67446800	67447000	2
E040	67447000	67447600	1
E040	67447600	67448200	6
E040	67448200	67450400	4
E040	67450400	67451000	6
E040	67451000	67455200	4
E040	67455200	67464400	5
E040	67464400	67465000	7
E040	67465000	67472400	5
E040	67472400	67473200	4
E040	67473200	67484400	5
E040	67484400	67485400	4
E040	67485400	67505800	5
E040	67505800	67508000	4
E040	67508000	67517600	5
E040	67517600	67518400	7
E040	67518400	67519200	2
E040	67519200	67520400	1
E040	67520400	67520600	2
E040	67520600	67549000	15
E040	67549000	67571400	14
E040	67571400	67571600	7
E040	67571600	67598400	15
E040	67598400	67600200	14
E040	67600200	67600600	13
E040	67600600	67600800	11
E040	67600800	67601400	13
E040	67601400	67608800	14
E040	67608800	67609000	2
E040	67609000	67610800	7
E040	67610800	67614400	5
E040	67614400	67615400	7
E040	67615400	67628400	15
E040	67628400	67628800	7
E040	67628800	67630800	14
E040	67630800	67631600	13
E040	67631600	67635000	14
E040	67635000	67636200	7
E040	67636200	67636600	2
E040	67636600	67639400	7
E040	67639400	67642000	14
E040	67642000	67655600	15
E040	67655600	67655800	7
E040	67655800	67656800	5
E040	67656800	67661400	7
E040	67661400	67676800	15
E040	67676800	67678000	7
E040	67678000	67716000	15
E040	67716000	67716800	9
E040	67716800	67727600	15
E040	67727600	67728600	7
E040	67728600	67730200	5
E040	67730200	67731000	7
E040	67731000	67766926	15
E041	67362595	67382200	15
E041	67382200	67389000	5
E041	67389000	67389400	7
E041	67389400	67389800	2
E041	67389800	67391400	1
E041	67391400	67392200	2
E041	67392200	67393200	7
E041	67393200	67394000	5
E041	67394000	67395000	7
E041	67395000	67395600	2
E041	67395600	67398000	1
E041	67398000	67399800	2
E041	67399800	67400400	1
E041	67400400	67401600	2
E041	67401600	67406400	7
E041	67406400	67408200	6
E041	67408200	67408400	2
E041	67408400	67409000	7
E041	67409000	67411000	5
E041	67411000	67411200	4
E041	67411200	67414800	6
E041	67414800	67419600	4
E041	67419600	67420200	6
E041	67420200	67425800	4
E041	67425800	67427400	6
E041	67427400	67446000	4
E041	67446000	67446600	6
E041	67446600	67446800	7
E041	67446800	67447200	2
E041	67447200	67447600	1
E041	67447600	67447800	3
E041	67447800	67448400	6
E041	67448400	67455600	4
E041	67455600	67461400	5
E041	67461400	67461800	7
E041	67461800	67464600	5
E041	67464600	67464800	6
E041	67464800	67465600	7
E041	67465600	67474200	5
E041	67474200	67476200	4
E041	67476200	67479200	5
E041	67479200	67479400	8
E041	67479400	67484200	5
E041	67484200	67488400	4
E041	67488400	67490200	5
