Category	GeneSet	N_genes	N_overlap	p	FDR	genes	logP	logFDR
DEG.down	Stomach	1212	6	0.395941376970255	0.897078953534198	ENSG00000132718:ENSG00000188906:ENSG00000121281:ENSG00000115607:ENSG00000197457:ENSG00000213672	0.402369110900283	0.0471693322343219
DEG.down	Testis	2279	11	0.460029372898633	0.897078953534198	ENSG00000177628:ENSG00000132718:ENSG00000090339:ENSG00000105397:ENSG00000135899:ENSG00000197457:ENSG00000182179:ENSG00000114738:ENSG00000197536:ENSG00000071242:ENSG00000026297	0.337214437708569	0.0471693322343219
DEG.down	Thyroid	922	2	0.842789231471909	1	ENSG00000132718:ENSG00000121281	0.0742810221173378	0
DEG.down	Uterus	823	2	0.781638439646515	1	ENSG00000196502:ENSG00000114738	0.106994090901532	0
DEG.down	Vagina	603	1	0.805611363599879	1	ENSG00000196502	0.0938744164441163	0
DEG.twoside	Adipose Tissue	2216	10	0.548018290227634	0.966169664019243	ENSG00000132718:ENSG00000172057:ENSG00000090339:ENSG00000105538:ENSG00000161179:ENSG00000225697:ENSG00000114738:ENSG00000164307:ENSG00000197208:ENSG00000197375	0.261204946602533	0.0149466026970206
DEG.twoside	Adrenal Gland	3428	18	0.334945271695171	0.772950626988855	ENSG00000169231:ENSG00000177628:ENSG00000132718:ENSG00000095794:ENSG00000188906:ENSG00000196502:ENSG00000073605:ENSG00000065989:ENSG00000173209:ENSG00000115604:ENSG00000197457:ENSG00000178252:ENSG00000173531:ENSG00000114738:ENSG00000071242:ENSG00000026297:ENSG00000096968:ENSG00000165688	0.475026148612365	0.111848246199539
DEG.twoside	Bladder	232	1	0.320156563861987	0.772950626988855	ENSG00000178252	0.494637589826636	0.111848246199539
DEG.twoside	Blood	5124	37	0.00284230905390724	0.0284230905390724	ENSG00000116704:ENSG00000169231:ENSG00000177628:ENSG00000132718:ENSG00000143622:ENSG00000188906:ENSG00000188603:ENSG00000197272:ENSG00000196502:ENSG00000178188:ENSG00000121281:ENSG00000167207:ENSG00000161405:ENSG00000090339:ENSG00000105371:ENSG00000105397:ENSG00000173209:ENSG00000115604:ENSG00000115607:ENSG00000135899:ENSG00000079263:ENSG00000197457:ENSG00000213672:ENSG00000178252:ENSG00000114316:ENSG00000145020:ENSG00000173531:ENSG00000182179:ENSG00000004534:ENSG00000164308:ENSG00000197208:ENSG00000131507:ENSG00000026297:ENSG00000213221:ENSG00000187796:ENSG00000165689:ENSG00000148384	2.54632870152849	1.54632870152849
DEG.twoside	Blood Vessel	2537	12	0.496361506109116	0.966169664019243	ENSG00000132718:ENSG00000196502:ENSG00000073605:ENSG00000105538:ENSG00000115604:ENSG00000197457:ENSG00000225697:ENSG00000173531:ENSG00000114738:ENSG00000197375:ENSG00000026297:ENSG00000096968	0.304201906328479	0.0149466026970206
DEG.twoside	Brain	5210	24	0.619230284438945	0.966169664019243	ENSG00000116704:ENSG00000169231:ENSG00000132718:ENSG00000143622:ENSG00000188906:ENSG00000188322:ENSG00000176476:ENSG00000169682:ENSG00000090339:ENSG00000105376:ENSG00000105538:ENSG00000173209:ENSG00000135899:ENSG00000197457:ENSG00000225697:ENSG00000008300:ENSG00000213672:ENSG00000164061:ENSG00000173531:ENSG00000182179:ENSG00000114738:ENSG00000164307:ENSG00000164398:ENSG00000096968	0.208147811945484	0.0149466026970206
DEG.twoside	Breast	1880	6	0.837347042150011	0.966169664019243	ENSG00000132718:ENSG00000188906:ENSG00000121281:ENSG00000172057:ENSG00000105538:ENSG00000114738	0.077094509445865	0.0149466026970206
DEG.twoside	Cervix Uteri	126	0	1	1		0	0
DEG.twoside	Colon	2014	10	0.415915034979999	0.891246503528569	ENSG00000116704:ENSG00000119919:ENSG00000188603:ENSG00000197165:ENSG00000073605:ENSG00000176920:ENSG00000225697:ENSG00000173531:ENSG00000114738:ENSG00000181634	0.380995379969696	0.0500021609282712
DEG.twoside	Esophagus	1944	12	0.163196735878997	0.44508200694272	ENSG00000132718:ENSG00000095794:ENSG00000196502:ENSG00000073605:ENSG00000090339:ENSG00000065989:ENSG00000176920:ENSG00000225697:ENSG00000213672:ENSG00000173531:ENSG00000197375:ENSG00000026297	0.787288531880664	0.351559962319227
DEG.twoside	Fallopian Tube	13	0	1	1		0	0
DEG.twoside	Heart	5226	31	0.0969723591999508	0.323241197333169	ENSG00000049246:ENSG00000116704:ENSG00000169231:ENSG00000177628:ENSG00000132718:ENSG00000143622:ENSG00000188906:ENSG00000176476:ENSG00000196502:ENSG00000176953:ENSG00000169682:ENSG00000121281:ENSG00000166164:ENSG00000073605:ENSG00000105397:ENSG00000173209:ENSG00000115604:ENSG00000135899:ENSG00000197457:ENSG00000161179:ENSG00000225697:ENSG00000178252:ENSG00000173531:ENSG00000182179:ENSG00000114738:ENSG00000164308:ENSG00000026297:ENSG00000096968:ENSG00000165684:ENSG00000165689:ENSG00000148396	1.01335203849259	0.490473293212253
DEG.twoside	Kidney	2194	8	0.776091328886269	0.966169664019243	ENSG00000132718:ENSG00000161179:ENSG00000225697:ENSG00000173531:ENSG00000197375:ENSG00000071242:ENSG00000096968:ENSG00000181634	0.110087168822372	0.0149466026970206
DEG.twoside	Liver	6146	35	0.130391600043486	0.391174800130458	ENSG00000116704:ENSG00000169231:ENSG00000177628:ENSG00000143622:ENSG00000108094:ENSG00000179630:ENSG00000205609:ENSG00000197272:ENSG00000197165:ENSG00000196502:ENSG00000184110:ENSG00000178188:ENSG00000166164:ENSG00000073605:ENSG00000172057:ENSG00000126581:ENSG00000105538:ENSG00000135899:ENSG00000197457:ENSG00000185651:ENSG00000225697:ENSG00000213672:ENSG00000178252:ENSG00000172046:ENSG00000114316:ENSG00000145020:ENSG00000173531:ENSG00000114738:ENSG00000164307:ENSG00000071242:ENSG00000026297:ENSG00000096968:ENSG00000213221:ENSG00000165688:ENSG00000148384	0.884750385385275	0.407629130665612
DEG.twoside	Lung	2876	21	0.0221517097340503	0.110758548670251	ENSG00000132718:ENSG00000143622:ENSG00000188906:ENSG00000188603:ENSG00000197165:ENSG00000196502:ENSG00000121281:ENSG00000090339:ENSG00000105371:ENSG00000105376:ENSG00000105397:ENSG00000105538:ENSG00000115604:ENSG00000115607:ENSG00000173531:ENSG00000182179:ENSG00000164308:ENSG00000197536:ENSG00000071242:ENSG00000181634:ENSG00000187796	1.65459274802296	0.955622743686943
DEG.twoside	Muscle	5444	36	0.0154266736287723	0.0925600417726339	ENSG00000169231:ENSG00000177628:ENSG00000143622:ENSG00000095794:ENSG00000188906:ENSG00000188322:ENSG00000196502:ENSG00000178188:ENSG00000169682:ENSG00000073605:ENSG00000172057:ENSG00000090339:ENSG00000105397:ENSG00000105538:ENSG00000173209:ENSG00000135899:ENSG00000197457:ENSG00000161179:ENSG00000225697:ENSG00000213672:ENSG00000178252:ENSG00000114316:ENSG00000233276:ENSG00000145020:ENSG00000173531:ENSG00000164068:ENSG00000182179:ENSG00000004534:ENSG00000114738:ENSG00000197375:ENSG00000197536:ENSG00000131507:ENSG00000071242:ENSG00000096968:ENSG00000165684:ENSG00000148384	1.81172770844146	1.03357645805782
DEG.twoside	Nerve	2486	6	0.971778379282033	1	ENSG00000049246:ENSG00000169231:ENSG00000132718:ENSG00000065989:ENSG00000115604:ENSG00000114738	0.0124327676139899	0
DEG.twoside	Ovary	3602	16	0.633909834473522	0.966169664019243	ENSG00000169231:ENSG00000095794:ENSG00000176476:ENSG00000178188:ENSG00000121281:ENSG00000142233:ENSG00000173209:ENSG00000197457:ENSG00000213672:ENSG00000178252:ENSG00000145020:ENSG00000182179:ENSG00000114738:ENSG00000164308:ENSG00000197536:ENSG00000148384	0.197972510533668	0.0149466026970206
DEG.twoside	Pancreas	5905	25	0.805418068015543	0.966169664019243	ENSG00000049246:ENSG00000132718:ENSG00000143622:ENSG00000108094:ENSG00000095794:ENSG00000188906:ENSG00000179630:ENSG00000169682:ENSG00000126581:ENSG00000090339:ENSG00000135899:ENSG00000197457:ENSG00000185651:ENSG00000213672:ENSG00000172046:ENSG00000114316:ENSG00000233276:ENSG00000164068:ENSG00000182179:ENSG00000164308:ENSG00000197536:ENSG00000071242:ENSG00000096968:ENSG00000165688:ENSG00000148384	0.093978632052359	0.0149466026970206
DEG.twoside	Pituitary	4764	31	0.0314346473566742	0.126393909254119	ENSG00000049246:ENSG00000177628:ENSG00000132718:ENSG00000095794:ENSG00000188906:ENSG00000188322:ENSG00000196502:ENSG00000178188:ENSG00000121281:ENSG00000172057:ENSG00000090339:ENSG00000065989:ENSG00000142233:ENSG00000173209:ENSG00000115604:ENSG00000135899:ENSG00000197457:ENSG00000008300:ENSG00000178252:ENSG00000145020:ENSG00000164061:ENSG00000173531:ENSG00000197375:ENSG00000131507:ENSG00000071242:ENSG00000213066:ENSG00000096968:ENSG00000165684:ENSG00000148384:ENSG00000148396:ENSG00000196366	1.50259140733255	0.898273853593662
DEG.twoside	Prostate	2483	18	0.033705042467765	0.126393909254119	ENSG00000169231:ENSG00000188906:ENSG00000178188:ENSG00000121281:ENSG00000073605:ENSG00000142233:ENSG00000173209:ENSG00000161179:ENSG00000225697:ENSG00000178252:ENSG00000145020:ENSG00000182179:ENSG00000004534:ENSG00000197375:ENSG00000026297:ENSG00000096968:ENSG00000181634:ENSG00000148396	1.47230512132138	0.898273853593662
DEG.twoside	Salivary Gland	2089	8	0.723133960073966	0.966169664019243	ENSG00000132718:ENSG00000095794:ENSG00000119919:ENSG00000205592:ENSG00000176920:ENSG00000197457:ENSG00000096968:ENSG00000181634	0.140781242495431	0.0149466026970206
DEG.twoside	Skin	2967	11	0.821162227140878	0.966169664019243	ENSG00000132718:ENSG00000095794:ENSG00000188906:ENSG00000196502:ENSG00000121281:ENSG00000167207:ENSG00000167914:ENSG00000197457:ENSG00000182179:ENSG00000197536:ENSG00000026297	0.0855710360690723	0.0149466026970206
DEG.twoside	Small Intestine	3127	30	5.61618005718538e-05	0.00168485401715561	ENSG00000049246:ENSG00000116704:ENSG00000132718:ENSG00000095794:ENSG00000119919:ENSG00000188603:ENSG00000197165:ENSG00000196502:ENSG00000176953:ENSG00000121281:ENSG00000161405:ENSG00000073605:ENSG00000105397:ENSG00000176920:ENSG00000115604:ENSG00000135899:ENSG00000079263:ENSG00000161179:ENSG00000225697:ENSG00000178252:ENSG00000173531:ENSG00000182179:ENSG00000114738:ENSG00000164307:ENSG00000164308:ENSG00000197208:ENSG00000197375:ENSG00000197536:ENSG00000026297:ENSG00000181634	4.25055897698429	2.77343772226463
DEG.twoside	Spleen	4302	36	0.000169250161226282	0.00253875241839423	ENSG00000049246:ENSG00000132718:ENSG00000143622:ENSG00000119919:ENSG00000188603:ENSG00000197272:ENSG00000197165:ENSG00000196502:ENSG00000178188:ENSG00000176953:ENSG00000169682:ENSG00000121281:ENSG00000161405:ENSG00000073605:ENSG00000090339:ENSG00000105397:ENSG00000105538:ENSG00000173209:ENSG00000115604:ENSG00000115607:ENSG00000135899:ENSG00000079263:ENSG00000197457:ENSG00000161179:ENSG00000178252:ENSG00000182179:ENSG00000004534:ENSG00000164308:ENSG00000197208:ENSG00000197375:ENSG00000197536:ENSG00000026297:ENSG00000187796:ENSG00000165684:ENSG00000165689:ENSG00000148384	3.77147090893735	2.59537964988166
DEG.twoside	Stomach	2167	9	0.645801581566066	0.966169664019243	ENSG00000132718:ENSG00000188906:ENSG00000121281:ENSG00000073605:ENSG00000176920:ENSG00000115607:ENSG00000197457:ENSG00000225697:ENSG00000213672	0.189900895731718	0.0149466026970206
DEG.twoside	Testis	8098	38	0.640621250928351	0.966169664019243	ENSG00000169231:ENSG00000177628:ENSG00000132718:ENSG00000108094:ENSG00000095794:ENSG00000205592:ENSG00000179630:ENSG00000198156:ENSG00000176476:ENSG00000255524:ENSG00000178188:ENSG00000176953:ENSG00000166164:ENSG00000186075:ENSG00000172057:ENSG00000090339:ENSG00000105397:ENSG00000065989:ENSG00000135899:ENSG00000197457:ENSG00000161180:ENSG00000008300:ENSG00000164061:ENSG00000173531:ENSG00000164068:ENSG00000182179:ENSG00000114738:ENSG00000164398:ENSG00000197536:ENSG00000071242:ENSG00000026297:ENSG00000213066:ENSG00000165684:ENSG00000165689:ENSG00000165688:ENSG00000148384:ENSG00000148396:ENSG00000196366	0.19339865885384	0.0149466026970206
DEG.twoside	Thyroid	3461	25	0.0153471240874327	0.0925600417726339	ENSG00000169231:ENSG00000132718:ENSG00000197165:ENSG00000196502:ENSG00000178188:ENSG00000121281:ENSG00000073605:ENSG00000172057:ENSG00000090339:ENSG00000142233:ENSG00000105538:ENSG00000173209:ENSG00000197457:ENSG00000161179:ENSG00000178252:ENSG00000145020:ENSG00000173531:ENSG00000182179:ENSG00000114738:ENSG00000197536:ENSG00000131507:ENSG00000026297:ENSG00000213066:ENSG00000148384:ENSG00000196366	1.81397299542954	1.03357645805782
DEG.twoside	Uterus	2563	10	0.743652494032884	0.966169664019243	ENSG00000169231:ENSG00000176476:ENSG00000196502:ENSG00000178188:ENSG00000105538:ENSG00000178252:ENSG00000145020:ENSG00000182179:ENSG00000114738:ENSG00000148384	0.128629961202249	0.0149466026970206
DEG.twoside	Vagina	1868	3	0.986631555441578	1	ENSG00000196502:ENSG00000167207:ENSG00000176920	0.00584499860933679	0
