gene	tissue	exp
ENSG00000116704:SLC35D1	Adipose_Visceral_Omentum	1.93361304191258
ENSG00000081019:RSBN1	Adipose_Visceral_Omentum	2.22201155233958
ENSG00000125459:MSTO1	Adipose_Visceral_Omentum	2.54976493030824
ENSG00000198160:MIER1	Adipose_Visceral_Omentum	2.73711115293867
ENSG00000116580:GON4L	Adipose_Visceral_Omentum	2.63456259151048
ENSG00000171735:CAMTA1	Adipose_Visceral_Omentum	1.76381423831825
ENSG00000049246:PER3	Adipose_Visceral_Omentum	1.88188888033382
ENSG00000116584:ARHGEF2	Adipose_Visceral_Omentum	4.10852828525645
ENSG00000160767:FAM189B	Adipose_Visceral_Omentum	3.36304725231942
ENSG00000116539:ASH1L	Adipose_Visceral_Omentum	3.03645142066454
ENSG00000177628:GBA	Adipose_Visceral_Omentum	3.26144590245297
ENSG00000143622:RIT1	Adipose_Visceral_Omentum	3.34065273891105
ENSG00000143630:HCN3	Adrenal_Gland	1.66240250170258
ENSG00000213047:DENND1B	Adrenal_Gland	0.826317178600671
ENSG00000134242:PTPN22	Adrenal_Gland	0.604243560800756
ENSG00000136634:IL10	Adrenal_Gland	0.882561008389774
ENSG00000143627:PKLR	Adrenal_Gland	0.0157849946347396
ENSG00000152763:WDR78	Adrenal_Gland	0.660674649661355
ENSG00000134376:CRB1	Adrenal_Gland	0.0289202611581056
ENSG00000081985:IL12RB2	Adrenal_Gland	0.134829621304741
ENSG00000203963:C1orf141	Adrenal_Gland	0
ENSG00000162594:IL23R	Adrenal_Gland	0.301775020870482
ENSG00000173080:RXFP4	Adrenal_Gland	0
ENSG00000049245:VAMP3	Adrenal_Gland	5.33050006014782
ENSG00000163479:SSR2	Adrenal_Gland	5.6724253419715
ENSG00000176444:CLK2	Adrenal_Gland	4.79556349777542
ENSG00000132680:KIAA0907	Adrenal_Gland	3.80744906720262
ENSG00000160803:UBQLN4	Adrenal_Gland	3.8342131305632
ENSG00000163374:YY1AP1	Adrenal_Gland	4.33159504390955
ENSG00000116521:SCAMP3	Adrenal_Gland	5.21831490160474
ENSG00000160752:FDPS	Adrenal_Gland	5.09374653464829
ENSG00000132718:SYT11	Adrenal_Gland	1.99394072738153
ENSG00000116704:SLC35D1	Adrenal_Gland	2.41860542136659
ENSG00000081019:RSBN1	Adrenal_Gland	2.09558664274041
ENSG00000125459:MSTO1	Adrenal_Gland	2.49118164213076
ENSG00000198160:MIER1	Adrenal_Gland	2.80102506701137
ENSG00000116580:GON4L	Adrenal_Gland	2.48987159673751
ENSG00000171735:CAMTA1	Adrenal_Gland	1.93690073263589
ENSG00000049246:PER3	Adrenal_Gland	2.24222867969255
ENSG00000116584:ARHGEF2	Adrenal_Gland	2.17375901380328
ENSG00000160767:FAM189B	Adrenal_Gland	3.67277395926405
ENSG00000116539:ASH1L	Adrenal_Gland	3.06368209596008
ENSG00000177628:GBA	Adrenal_Gland	4.32574024320871
ENSG00000143622:RIT1	Adrenal_Gland	2.94082731736316
ENSG00000143630:HCN3	Artery_Aorta	0.957673697343437
ENSG00000213047:DENND1B	Artery_Aorta	0.790289810614423
ENSG00000134242:PTPN22	Artery_Aorta	0.708335199100766
ENSG00000136634:IL10	Artery_Aorta	0.652801771006402
ENSG00000143627:PKLR	Artery_Aorta	0
ENSG00000152763:WDR78	Artery_Aorta	0.484694514747643
ENSG00000134376:CRB1	Artery_Aorta	0.0114387851401191
ENSG00000081985:IL12RB2	Artery_Aorta	0.213376179691253
ENSG00000203963:C1orf141	Artery_Aorta	0
ENSG00000162594:IL23R	Artery_Aorta	0
ENSG00000173080:RXFP4	Artery_Aorta	0.0477550817597959
ENSG00000049245:VAMP3	Artery_Aorta	5.6724253419715
ENSG00000163479:SSR2	Artery_Aorta	5.6724253419715
ENSG00000176444:CLK2	Artery_Aorta	3.99846684429647
ENSG00000132680:KIAA0907	Artery_Aorta	3.96703392465592
ENSG00000160803:UBQLN4	Artery_Aorta	3.8988560464094
ENSG00000163374:YY1AP1	Artery_Aorta	4.54629870649937
ENSG00000116521:SCAMP3	Artery_Aorta	4.02873765566848
ENSG00000160752:FDPS	Artery_Aorta	4.02610518108914
ENSG00000132718:SYT11	Artery_Aorta	4.88897174859217
ENSG00000116704:SLC35D1	Artery_Aorta	2.53955712853611
ENSG00000081019:RSBN1	Artery_Aorta	2.14800728196943
ENSG00000125459:MSTO1	Artery_Aorta	2.54917470811059
ENSG00000198160:MIER1	Artery_Aorta	2.90888613438501
ENSG00000116580:GON4L	Artery_Aorta	2.63104443892016
ENSG00000171735:CAMTA1	Artery_Aorta	2.44164269884179
ENSG00000049246:PER3	Artery_Aorta	2.20269374113492
ENSG00000116584:ARHGEF2	Artery_Aorta	4.4708342679436
ENSG00000160767:FAM189B	Artery_Aorta	3.66575801039625
ENSG00000116539:ASH1L	Artery_Aorta	3.19820414098325
ENSG00000177628:GBA	Artery_Aorta	3.58851555964181
ENSG00000143622:RIT1	Artery_Aorta	3.18594397969641
ENSG00000143630:HCN3	Artery_Coronary	0.978023701389331
ENSG00000213047:DENND1B	Artery_Coronary	0.920295468508479
ENSG00000134242:PTPN22	Artery_Coronary	0.73695121634495
ENSG00000136634:IL10	Artery_Coronary	0.653203711979756
ENSG00000143627:PKLR	Artery_Coronary	0
ENSG00000152763:WDR78	Artery_Coronary	0.643716725742079
ENSG00000134376:CRB1	Artery_Coronary	0.0188786969349381
ENSG00000081985:IL12RB2	Artery_Coronary	0.226664245080561
ENSG00000203963:C1orf141	Artery_Coronary	0
ENSG00000162594:IL23R	Artery_Coronary	0
ENSG00000173080:RXFP4	Artery_Coronary	0.0289522863570849
ENSG00000049245:VAMP3	Artery_Coronary	5.6724253419715
ENSG00000163479:SSR2	Artery_Coronary	5.6724253419715
ENSG00000176444:CLK2	Artery_Coronary	4.18100162241885
ENSG00000132680:KIAA0907	Artery_Coronary	3.93141211859796
ENSG00000160803:UBQLN4	Artery_Coronary	3.91003477049369
ENSG00000163374:YY1AP1	Artery_Coronary	4.58076023914435
ENSG00000116521:SCAMP3	Artery_Coronary	4.18641865893467
ENSG00000160752:FDPS	Artery_Coronary	4.12628855330782
ENSG00000132718:SYT11	Artery_Coronary	4.16686811764622
ENSG00000116704:SLC35D1	Artery_Coronary	2.25408083741601
ENSG00000081019:RSBN1	Artery_Coronary	2.18904308426829
ENSG00000125459:MSTO1	Artery_Coronary	2.65520161169106
ENSG00000198160:MIER1	Artery_Coronary	2.79264951837291
ENSG00000116580:GON4L	Artery_Coronary	2.65552133349076
ENSG00000171735:CAMTA1	Artery_Coronary	2.41032414798268
ENSG00000049246:PER3	Artery_Coronary	2.15360630170782
ENSG00000116584:ARHGEF2	Artery_Coronary	4.28840974839222
ENSG00000160767:FAM189B	Artery_Coronary	3.66565014863858
ENSG00000116539:ASH1L	Artery_Coronary	3.18378680107143
ENSG00000177628:GBA	Artery_Coronary	3.51959498391464
ENSG00000143622:RIT1	Artery_Coronary	3.27393215642253
ENSG00000143630:HCN3	Artery_Tibial	0.931180623697611
ENSG00000213047:DENND1B	Artery_Tibial	0.923297480363892
ENSG00000134242:PTPN22	Artery_Tibial	0.460563074625785
ENSG00000136634:IL10	Artery_Tibial	0.134274688670715
ENSG00000143627:PKLR	Artery_Tibial	0
ENSG00000152763:WDR78	Artery_Tibial	0.664025540394373
ENSG00000134376:CRB1	Artery_Tibial	0.0166359222089508
ENSG00000081985:IL12RB2	Artery_Tibial	0.130533474094177
ENSG00000203963:C1orf141	Artery_Tibial	0
ENSG00000162594:IL23R	Artery_Tibial	0
ENSG00000173080:RXFP4	Artery_Tibial	0.031887404574188
ENSG00000049245:VAMP3	Artery_Tibial	5.6724253419715
ENSG00000163479:SSR2	Artery_Tibial	5.6724253419715
ENSG00000176444:CLK2	Artery_Tibial	3.81322773914792
ENSG00000132680:KIAA0907	Artery_Tibial	4.02914726498542
ENSG00000160803:UBQLN4	Artery_Tibial	3.88504427917179
ENSG00000163374:YY1AP1	Artery_Tibial	4.84262146864466
ENSG00000116521:SCAMP3	Artery_Tibial	3.80252585951189
ENSG00000160752:FDPS	Artery_Tibial	4.00546602515394
ENSG00000132718:SYT11	Artery_Tibial	4.23165774791365
ENSG00000116704:SLC35D1	Artery_Tibial	2.03778464661056
ENSG00000081019:RSBN1	Artery_Tibial	2.44564969264473
ENSG00000125459:MSTO1	Artery_Tibial	2.29455630620074
ENSG00000198160:MIER1	Artery_Tibial	2.99675473968768
ENSG00000116580:GON4L	Artery_Tibial	2.72301503669524
ENSG00000171735:CAMTA1	Artery_Tibial	2.55005661668299
ENSG00000049246:PER3	Artery_Tibial	2.91103260981712
ENSG00000116584:ARHGEF2	Artery_Tibial	4.3275589500483
ENSG00000160767:FAM189B	Artery_Tibial	3.60703765341163
ENSG00000116539:ASH1L	Artery_Tibial	3.6269673033486
ENSG00000177628:GBA	Artery_Tibial	3.1017408094948
ENSG00000143622:RIT1	Artery_Tibial	2.93883504525814
ENSG00000143630:HCN3	Bladder	1.62042825604567
ENSG00000213047:DENND1B	Bladder	1.40015586123056
ENSG00000134242:PTPN22	Bladder	0.57546694288517
ENSG00000136634:IL10	Bladder	0.58478448769552
ENSG00000143627:PKLR	Bladder	0
ENSG00000152763:WDR78	Bladder	0.335001926181488
ENSG00000134376:CRB1	Bladder	0.0288397617501484
ENSG00000081985:IL12RB2	Bladder	0.194473164334587
ENSG00000203963:C1orf141	Bladder	0
ENSG00000162594:IL23R	Bladder	0.0214633334205844
ENSG00000173080:RXFP4	Bladder	0.220878948204291
ENSG00000049245:VAMP3	Bladder	5.46717005926869
ENSG00000163479:SSR2	Bladder	5.6724253419715
ENSG00000176444:CLK2	Bladder	4.45748546421887
ENSG00000132680:KIAA0907	Bladder	4.37507457339794
ENSG00000160803:UBQLN4	Bladder	4.40079489568232
ENSG00000163374:YY1AP1	Bladder	4.85976338930637
ENSG00000116521:SCAMP3	Bladder	4.33263457071923
ENSG00000160752:FDPS	Bladder	4.04215999304388
ENSG00000132718:SYT11	Bladder	3.29173461971823
ENSG00000116704:SLC35D1	Bladder	2.35603023808646
ENSG00000081019:RSBN1	Bladder	2.65605153547924
ENSG00000125459:MSTO1	Bladder	2.44690432950769
ENSG00000198160:MIER1	Bladder	2.70875775084611
ENSG00000116580:GON4L	Bladder	3.00736318928883
ENSG00000171735:CAMTA1	Bladder	2.04946928110203
ENSG00000049246:PER3	Bladder	3.3192487328175
ENSG00000116584:ARHGEF2	Bladder	3.53840612227348
ENSG00000160767:FAM189B	Bladder	4.0739248210969
ENSG00000116539:ASH1L	Bladder	3.70935447511239
ENSG00000177628:GBA	Bladder	3.59756305793515
ENSG00000143622:RIT1	Bladder	3.64309629415994
ENSG00000143630:HCN3	Brain_Amygdala	0.932038372488365
ENSG00000213047:DENND1B	Brain_Amygdala	0.632287863407205
ENSG00000134242:PTPN22	Brain_Amygdala	0.122785635360644
ENSG00000136634:IL10	Brain_Amygdala	0.101767968062146
ENSG00000143627:PKLR	Brain_Amygdala	0.0381173262375012
ENSG00000152763:WDR78	Brain_Amygdala	0.544587804585368
ENSG00000134376:CRB1	Brain_Amygdala	1.1787844357406
ENSG00000081985:IL12RB2	Brain_Amygdala	0.140547042177552
ENSG00000203963:C1orf141	Brain_Amygdala	0.197944431885101
ENSG00000162594:IL23R	Brain_Amygdala	0
ENSG00000173080:RXFP4	Brain_Amygdala	0
ENSG00000049245:VAMP3	Brain_Amygdala	4.95319933205173
ENSG00000163479:SSR2	Brain_Amygdala	4.64959935385854
ENSG00000176444:CLK2	Brain_Amygdala	2.94313995981906
ENSG00000132680:KIAA0907	Brain_Amygdala	2.95068389291573
ENSG00000160803:UBQLN4	Brain_Amygdala	4.4908160141892
ENSG00000163374:YY1AP1	Brain_Amygdala	4.07979953075674
ENSG00000116521:SCAMP3	Brain_Amygdala	3.66663813784759
ENSG00000160752:FDPS	Brain_Amygdala	3.94267139003795
ENSG00000132718:SYT11	Brain_Amygdala	5.6724253419715
ENSG00000116704:SLC35D1	Brain_Amygdala	1.39464297272119
ENSG00000081019:RSBN1	Brain_Amygdala	1.67478777430927
ENSG00000125459:MSTO1	Brain_Amygdala	1.8136873987731
ENSG00000198160:MIER1	Brain_Amygdala	1.96991391936977
ENSG00000116580:GON4L	Brain_Amygdala	1.90425605216864
ENSG00000171735:CAMTA1	Brain_Amygdala	2.88923024581991
ENSG00000049246:PER3	Brain_Amygdala	2.31669161454703
ENSG00000116584:ARHGEF2	Brain_Amygdala	3.552077917536
ENSG00000160767:FAM189B	Brain_Amygdala	3.33172748189729
ENSG00000116539:ASH1L	Brain_Amygdala	2.87534208047906
ENSG00000177628:GBA	Brain_Amygdala	2.66332736577386
ENSG00000143622:RIT1	Brain_Amygdala	2.29064736886546
ENSG00000143630:HCN3	Brain_Anterior_cingulate_cortex_BA24	1.57291758455709
ENSG00000213047:DENND1B	Brain_Anterior_cingulate_cortex_BA24	0.745437217051661
ENSG00000134242:PTPN22	Brain_Anterior_cingulate_cortex_BA24	0.106008073814307
ENSG00000136634:IL10	Brain_Anterior_cingulate_cortex_BA24	0.0512486767514366
ENSG00000143627:PKLR	Brain_Anterior_cingulate_cortex_BA24	0.179152053357369
ENSG00000152763:WDR78	Brain_Anterior_cingulate_cortex_BA24	0.456743673301083
ENSG00000134376:CRB1	Brain_Anterior_cingulate_cortex_BA24	1.28231929185407
ENSG00000081985:IL12RB2	Brain_Anterior_cingulate_cortex_BA24	0.647819521687481
ENSG00000203963:C1orf141	Brain_Anterior_cingulate_cortex_BA24	0.1146295107388
ENSG00000162594:IL23R	Brain_Anterior_cingulate_cortex_BA24	0
ENSG00000173080:RXFP4	Brain_Anterior_cingulate_cortex_BA24	0
ENSG00000049245:VAMP3	Brain_Anterior_cingulate_cortex_BA24	4.42135692434701
ENSG00000163479:SSR2	Brain_Anterior_cingulate_cortex_BA24	4.67348201304142
ENSG00000176444:CLK2	Brain_Anterior_cingulate_cortex_BA24	3.00521974399736
ENSG00000132680:KIAA0907	Brain_Anterior_cingulate_cortex_BA24	3.01238953267669
ENSG00000160803:UBQLN4	Brain_Anterior_cingulate_cortex_BA24	4.87000614492105
ENSG00000163374:YY1AP1	Brain_Anterior_cingulate_cortex_BA24	4.13575877535337
ENSG00000116521:SCAMP3	Brain_Anterior_cingulate_cortex_BA24	3.7390873816399
ENSG00000160752:FDPS	Brain_Anterior_cingulate_cortex_BA24	4.28071238079288
ENSG00000132718:SYT11	Brain_Anterior_cingulate_cortex_BA24	5.6724253419715
ENSG00000116704:SLC35D1	Brain_Anterior_cingulate_cortex_BA24	1.32977298009733
ENSG00000081019:RSBN1	Brain_Anterior_cingulate_cortex_BA24	1.83277231468849
ENSG00000125459:MSTO1	Brain_Anterior_cingulate_cortex_BA24	2.03348118637704
ENSG00000198160:MIER1	Brain_Anterior_cingulate_cortex_BA24	1.8995059722294
ENSG00000116580:GON4L	Brain_Anterior_cingulate_cortex_BA24	1.99806531092346
ENSG00000171735:CAMTA1	Brain_Anterior_cingulate_cortex_BA24	3.38985556696313
ENSG00000049246:PER3	Brain_Anterior_cingulate_cortex_BA24	2.49194929182429
ENSG00000116584:ARHGEF2	Brain_Anterior_cingulate_cortex_BA24	3.57875047502167
ENSG00000160767:FAM189B	Brain_Anterior_cingulate_cortex_BA24	3.60923581793006
ENSG00000116539:ASH1L	Brain_Anterior_cingulate_cortex_BA24	3.08301941932744
ENSG00000177628:GBA	Brain_Anterior_cingulate_cortex_BA24	3.00444112929861
ENSG00000143622:RIT1	Brain_Anterior_cingulate_cortex_BA24	2.15135332377266
ENSG00000143630:HCN3	Brain_Caudate_basal_ganglia	1.26852650936942
ENSG00000213047:DENND1B	Brain_Caudate_basal_ganglia	1.03113376973144
ENSG00000134242:PTPN22	Brain_Caudate_basal_ganglia	0.137819987928842
ENSG00000136634:IL10	Brain_Caudate_basal_ganglia	0.112749217552318
ENSG00000143627:PKLR	Brain_Caudate_basal_ganglia	0.0621959379328203
ENSG00000152763:WDR78	Brain_Caudate_basal_ganglia	0.569016929267619
ENSG00000134376:CRB1	Brain_Caudate_basal_ganglia	1.31262215842218
ENSG00000081985:IL12RB2	Brain_Caudate_basal_ganglia	0.0637173877045695
ENSG00000203963:C1orf141	Brain_Caudate_basal_ganglia	0.187398837563792
ENSG00000162594:IL23R	Brain_Caudate_basal_ganglia	0
ENSG00000173080:RXFP4	Brain_Caudate_basal_ganglia	0
ENSG00000049245:VAMP3	Brain_Caudate_basal_ganglia	4.78945603498294
ENSG00000163479:SSR2	Brain_Caudate_basal_ganglia	4.99838968798587
ENSG00000176444:CLK2	Brain_Caudate_basal_ganglia	3.16994762653808
ENSG00000132680:KIAA0907	Brain_Caudate_basal_ganglia	3.17392854796885
ENSG00000160803:UBQLN4	Brain_Caudate_basal_ganglia	4.90254891396098
ENSG00000163374:YY1AP1	Brain_Caudate_basal_ganglia	4.15366860919004
ENSG00000116521:SCAMP3	Brain_Caudate_basal_ganglia	3.84395439495246
ENSG00000160752:FDPS	Brain_Caudate_basal_ganglia	3.69023152244382
ENSG00000132718:SYT11	Brain_Caudate_basal_ganglia	5.6724253419715
ENSG00000116704:SLC35D1	Brain_Caudate_basal_ganglia	1.66943354771901
ENSG00000081019:RSBN1	Brain_Caudate_basal_ganglia	1.82783431403619
ENSG00000125459:MSTO1	Brain_Caudate_basal_ganglia	1.97516697598494
ENSG00000198160:MIER1	Brain_Caudate_basal_ganglia	2.01999523316128
ENSG00000116580:GON4L	Brain_Caudate_basal_ganglia	2.14013553601578
ENSG00000171735:CAMTA1	Brain_Caudate_basal_ganglia	3.30166308536132
ENSG00000049246:PER3	Brain_Caudate_basal_ganglia	2.6280634538251
ENSG00000116584:ARHGEF2	Brain_Caudate_basal_ganglia	3.93896493946775
ENSG00000160767:FAM189B	Brain_Caudate_basal_ganglia	3.39220368043537
ENSG00000116539:ASH1L	Brain_Caudate_basal_ganglia	3.03455433496377
ENSG00000177628:GBA	Brain_Caudate_basal_ganglia	3.05926440849691
ENSG00000143622:RIT1	Brain_Caudate_basal_ganglia	2.49393654071746
ENSG00000143630:HCN3	Brain_Cerebellar_Hemisphere	3.76637948012198
ENSG00000213047:DENND1B	Brain_Cerebellar_Hemisphere	1.07102226535778
ENSG00000134242:PTPN22	Brain_Cerebellar_Hemisphere	0.397544110953098
ENSG00000136634:IL10	Brain_Cerebellar_Hemisphere	0.0254343757776012
ENSG00000143627:PKLR	Brain_Cerebellar_Hemisphere	0.846868937906019
ENSG00000152763:WDR78	Brain_Cerebellar_Hemisphere	0.198054229889574
ENSG00000134376:CRB1	Brain_Cerebellar_Hemisphere	1.45403384860929
ENSG00000081985:IL12RB2	Brain_Cerebellar_Hemisphere	0.0463279974793721
ENSG00000203963:C1orf141	Brain_Cerebellar_Hemisphere	0.0185874788521799
ENSG00000162594:IL23R	Brain_Cerebellar_Hemisphere	0
ENSG00000173080:RXFP4	Brain_Cerebellar_Hemisphere	0.18581837424554
ENSG00000049245:VAMP3	Brain_Cerebellar_Hemisphere	4.06455102041825
ENSG00000163479:SSR2	Brain_Cerebellar_Hemisphere	4.88701417793243
ENSG00000176444:CLK2	Brain_Cerebellar_Hemisphere	4.61556520769351
ENSG00000132680:KIAA0907	Brain_Cerebellar_Hemisphere	4.70489812668423
ENSG00000160803:UBQLN4	Brain_Cerebellar_Hemisphere	4.5835197623708
ENSG00000163374:YY1AP1	Brain_Cerebellar_Hemisphere	5.15815770900754
ENSG00000116521:SCAMP3	Brain_Cerebellar_Hemisphere	4.11897290524744
ENSG00000160752:FDPS	Brain_Cerebellar_Hemisphere	4.21522414428332
ENSG00000132718:SYT11	Brain_Cerebellar_Hemisphere	5.6724253419715
ENSG00000116704:SLC35D1	Brain_Cerebellar_Hemisphere	2.06961726320424
ENSG00000081019:RSBN1	Brain_Cerebellar_Hemisphere	3.33026329001823
ENSG00000125459:MSTO1	Brain_Cerebellar_Hemisphere	2.90123731033558
ENSG00000198160:MIER1	Brain_Cerebellar_Hemisphere	2.48498940898426
ENSG00000116580:GON4L	Brain_Cerebellar_Hemisphere	2.73658556564905
ENSG00000171735:CAMTA1	Brain_Cerebellar_Hemisphere	4.43876241598516
ENSG00000049246:PER3	Brain_Cerebellar_Hemisphere	4.61003073828175
ENSG00000116584:ARHGEF2	Brain_Cerebellar_Hemisphere	4.79361977921296
ENSG00000160767:FAM189B	Brain_Cerebellar_Hemisphere	4.23004111128026
ENSG00000116539:ASH1L	Brain_Cerebellar_Hemisphere	4.04636708880712
ENSG00000177628:GBA	Brain_Cerebellar_Hemisphere	2.55105858420931
ENSG00000143622:RIT1	Brain_Cerebellar_Hemisphere	2.38906213428038
ENSG00000143630:HCN3	Brain_Cerebellum	4.13825414216132
ENSG00000213047:DENND1B	Brain_Cerebellum	1.16325187613607
ENSG00000134242:PTPN22	Brain_Cerebellum	0.385949005317233
ENSG00000136634:IL10	Brain_Cerebellum	0.0305152652709907
ENSG00000143627:PKLR	Brain_Cerebellum	0.731429665447861
ENSG00000152763:WDR78	Brain_Cerebellum	0.22348598841032
ENSG00000134376:CRB1	Brain_Cerebellum	1.50641745662587
ENSG00000081985:IL12RB2	Brain_Cerebellum	0.0512692181968449
ENSG00000203963:C1orf141	Brain_Cerebellum	0.0224542727309741
ENSG00000162594:IL23R	Brain_Cerebellum	0
ENSG00000173080:RXFP4	Brain_Cerebellum	0.171812193418348
ENSG00000049245:VAMP3	Brain_Cerebellum	4.15750638187765
ENSG00000163479:SSR2	Brain_Cerebellum	4.86542169386253
ENSG00000176444:CLK2	Brain_Cerebellum	4.85408927501386
ENSG00000132680:KIAA0907	Brain_Cerebellum	4.63565579965
ENSG00000160803:UBQLN4	Brain_Cerebellum	4.69887281999216
ENSG00000163374:YY1AP1	Brain_Cerebellum	5.15574671438041
ENSG00000116521:SCAMP3	Brain_Cerebellum	4.40211350359514
ENSG00000160752:FDPS	Brain_Cerebellum	4.26051271477393
ENSG00000132718:SYT11	Brain_Cerebellum	5.6724253419715
ENSG00000116704:SLC35D1	Brain_Cerebellum	2.03565139313549
ENSG00000081019:RSBN1	Brain_Cerebellum	2.80166978187315
ENSG00000125459:MSTO1	Brain_Cerebellum	3.11266109911841
ENSG00000198160:MIER1	Brain_Cerebellum	2.14436970123217
ENSG00000116580:GON4L	Brain_Cerebellum	2.79138589127729
ENSG00000171735:CAMTA1	Brain_Cerebellum	3.96148458040701
ENSG00000049246:PER3	Brain_Cerebellum	4.50005627968726
ENSG00000116584:ARHGEF2	Brain_Cerebellum	4.89066014597597
ENSG00000160767:FAM189B	Brain_Cerebellum	4.405815745398
ENSG00000116539:ASH1L	Brain_Cerebellum	3.9405693600254
ENSG00000177628:GBA	Brain_Cerebellum	2.5574148526766
ENSG00000143622:RIT1	Brain_Cerebellum	2.33679391912089
ENSG00000143630:HCN3	Brain_Cortex	2.04548030196344
ENSG00000213047:DENND1B	Brain_Cortex	0.715006526560014
ENSG00000134242:PTPN22	Brain_Cortex	0.130002297277591
ENSG00000136634:IL10	Brain_Cortex	0.0551172969653198
ENSG00000143627:PKLR	Brain_Cortex	0.189209501128443
ENSG00000152763:WDR78	Brain_Cortex	0.472618382325958
ENSG00000134376:CRB1	Brain_Cortex	1.17372588541294
ENSG00000081985:IL12RB2	Brain_Cortex	0.743053386343166
ENSG00000203963:C1orf141	Brain_Cortex	0.0960107217782243
ENSG00000162594:IL23R	Brain_Cortex	0
ENSG00000173080:RXFP4	Brain_Cortex	0.0187961363250981
ENSG00000049245:VAMP3	Brain_Cortex	4.44173151404612
ENSG00000163479:SSR2	Brain_Cortex	4.74399126492859
ENSG00000176444:CLK2	Brain_Cortex	3.62249021569029
ENSG00000132680:KIAA0907	Brain_Cortex	3.32569912038114
ENSG00000160803:UBQLN4	Brain_Cortex	5.09737147519721
ENSG00000163374:YY1AP1	Brain_Cortex	4.45218377230772
ENSG00000116521:SCAMP3	Brain_Cortex	4.19850432691528
ENSG00000160752:FDPS	Brain_Cortex	4.46528559884869
ENSG00000132718:SYT11	Brain_Cortex	5.6724253419715
