cell	start	end	state
E039	156182600	156182800	1
E039	156182800	156183400	3
E039	156183400	156183800	1
E039	156183800	156184000	2
E039	156184000	156184400	7
E039	156184400	156186200	5
E039	156186200	156186800	11
E039	156186800	156187600	14
E039	156187600	156188400	7
E039	156188400	156190800	5
E039	156190800	156193800	4
E039	156193800	156196200	5
E039	156196200	156197000	4
E039	156197000	156197800	5
E039	156197800	156200400	4
E039	156200400	156201800	5
E039	156201800	156202400	4
E039	156202400	156202800	5
E039	156202800	156206121	4
E040	156156094	156162800	15
E040	156162800	156163000	7
E040	156163000	156163400	2
E040	156163400	156164200	1
E040	156164200	156164600	2
E040	156164600	156165600	7
E040	156165600	156166400	5
E040	156166400	156166800	7
E040	156166800	156167800	5
E040	156167800	156168000	7
E040	156168000	156168400	5
E040	156168400	156169400	7
E040	156169400	156182000	5
E040	156182000	156182200	7
E040	156182200	156182600	2
E040	156182600	156183600	1
E040	156183600	156185200	7
E040	156185200	156186200	5
E040	156186200	156186600	11
E040	156186600	156186800	12
E040	156186800	156187600	14
E040	156187600	156189400	7
E040	156189400	156191000	5
E040	156191000	156191600	4
E040	156191600	156196200	5
E040	156196200	156197000	4
E040	156197000	156205600	5
E040	156205600	156206121	4
E041	156156094	156162800	15
E041	156162800	156163000	7
E041	156163000	156163400	2
E041	156163400	156164400	1
E041	156164400	156165000	2
E041	156165000	156165200	7
E041	156165200	156172200	6
E041	156172200	156181400	4
E041	156181400	156182000	5
E041	156182000	156182200	7
E041	156182200	156182600	2
E041	156182600	156183800	1
E041	156183800	156184600	2
E041	156184600	156184800	7
E041	156184800	156185000	2
E041	156185000	156185200	7
E041	156185200	156186200	5
E041	156186200	156186800	11
E041	156186800	156187000	5
E041	156187000	156188800	7
E041	156188800	156193800	6
E041	156193800	156194200	4
E041	156194200	156195000	5
E041	156195000	156195600	6
E041	156195600	156200800	4
E041	156200800	156201800	5
E041	156201800	156202600	4
E041	156202600	156202800	5
E041	156202800	156206121	4
E042	156156094	156162800	15
E042	156162800	156163000	7
E042	156163000	156163400	2
E042	156163400	156163800	1
E042	156163800	156164400	3
E042	156164400	156164800	2
E042	156164800	156165200	7
E042	156165200	156165400	2
E042	156165400	156166800	6
E042	156166800	156167000	4
E042	156167000	156167600	5
E042	156167600	156169800	7
E042	156169800	156173200	6
E042	156173200	156175000	5
E042	156175000	156181600	4
E042	156181600	156182000	5
E042	156182000	156182600	2
E042	156182600	156183400	1
E042	156183400	156183600	2
E042	156183600	156183800	1
E042	156183800	156184200	2
E042	156184200	156185000	7
E042	156185000	156186200	5
E042	156186200	156186800	8
E042	156186800	156187400	5
E042	156187400	156190200	7
E042	156190200	156190600	5
E042	156190600	156193800	6
E042	156193800	156195200	5
E042	156195200	156196200	7
E042	156196200	156196400	6
E042	156196400	156206121	4
E043	156156094	156162800	15
E043	156162800	156163000	7
E043	156163000	156163600	2
E043	156163600	156164000	1
E043	156164000	156164800	2
E043	156164800	156165800	7
E043	156165800	156167800	6
E043	156167800	156169000	7
E043	156169000	156171200	6
E043	156171200	156171400	5
E043	156171400	156181000	4
E043	156181000	156182000	5
E043	156182000	156182200	7
E043	156182200	156182600	2
E043	156182600	156183200	1
E043	156183200	156184600	2
E043	156184600	156185200	7
E043	156185200	156186000	14
E043	156186000	156186200	12
E043	156186200	156186800	11
E043	156186800	156187200	14
E043	156187200	156188400	7
E043	156188400	156189800	5
E043	156189800	156194200	4
E043	156194200	156195200	5
E043	156195200	156195600	7
E043	156195600	156196000	5
E043	156196000	156206121	4
E044	156156094	156163000	15
E044	156163000	156164200	1
E044	156164200	156164800	2
E044	156164800	156165000	7
E044	156165000	156165400	5
E044	156165400	156166600	4
E044	156166600	156167800	5
E044	156167800	156168200	4
E044	156168200	156168800	5
E044	156168800	156169000	7
E044	156169000	156171200	6
E044	156171200	156181400	4
E044	156181400	156182000	5
E044	156182000	156182200	7
E044	156182200	156182600	2
E044	156182600	156183200	1
E044	156183200	156184000	2
E044	156184000	156185000	7
E044	156185000	156186000	5
E044	156186000	156186800	8
E044	156186800	156187600	5
E044	156187600	156188600	7
E044	156188600	156190200	5
E044	156190200	156194200	4
E044	156194200	156195000	5
E044	156195000	156195400	7
E044	156195400	156197000	6
E044	156197000	156198200	5
E044	156198200	156200600	4
E044	156200600	156202800	5
E044	156202800	156206121	4
E045	156156094	156162800	15
E045	156162800	156163000	7
E045	156163000	156163400	2
E045	156163400	156164000	1
E045	156164000	156164800	2
E045	156164800	156165800	7
E045	156165800	156168400	5
E045	156168400	156169200	7
E045	156169200	156170200	6
E045	156170200	156170600	4
E045	156170600	156171200	5
E045	156171200	156173200	4
E045	156173200	156176400	5
E045	156176400	156180600	4
E045	156180600	156182200	5
E045	156182200	156183400	1
E045	156183400	156183600	2
E045	156183600	156184000	7
E045	156184000	156184200	2
E045	156184200	156184600	7
E045	156184600	156186000	5
E045	156186000	156186800	8
E045	156186800	156188000	5
E045	156188000	156188400	7
E045	156188400	156190800	5
E045	156190800	156193800	4
E045	156193800	156195200	5
E045	156195200	156195600	7
E045	156195600	156196000	5
E045	156196000	156196800	4
E045	156196800	156198200	5
E045	156198200	156198800	4
E045	156198800	156203400	5
E045	156203400	156206121	4
E046	156156094	156162800	15
E046	156162800	156163000	7
E046	156163000	156163600	2
E046	156163600	156164000	1
E046	156164000	156164600	2
E046	156164600	156165200	7
E046	156165200	156166600	6
E046	156166600	156167200	4
E046	156167200	156167800	5
E046	156167800	156168400	7
E046	156168400	156169400	6
E046	156169400	156181400	4
E046	156181400	156182000	5
E046	156182000	156182200	7
E046	156182200	156182600	2
E046	156182600	156183400	1
E046	156183400	156183600	2
E046	156183600	156185000	7
E046	156185000	156186000	5
E046	156186000	156186800	8
E046	156186800	156190800	5
E046	156190800	156194200	4
E046	156194200	156195400	5
E046	156195400	156196200	7
E046	156196200	156196800	6
E046	156196800	156198200	5
E046	156198200	156200400	4
E046	156200400	156203400	5
E046	156203400	156206121	4
E047	156156094	156163000	15
E047	156163000	156163200	7
E047	156163200	156164200	1
E047	156164200	156164600	2
E047	156164600	156165800	7
E047	156165800	156166200	5
E047	156166200	156166800	7
E047	156166800	156168000	5
E047	156168000	156169200	7
E047	156169200	156169800	5
E047	156169800	156170000	6
E047	156170000	156170400	4
E047	156170400	156182000	5
E047	156182000	156182200	7
E047	156182200	156182600	2
E047	156182600	156183400	1
E047	156183400	156183600	2
E047	156183600	156185000	7
E047	156185000	156186200	14
E047	156186200	156186800	11
E047	156186800	156187600	14
E047	156187600	156188400	7
E047	156188400	156191000	5
E047	156191000	156192000	4
E047	156192000	156205600	5
E047	156205600	156206121	4
E048	156156094	156162800	15
E048	156162800	156163000	1
E048	156163000	156163600	2
E048	156163600	156164200	1
E048	156164200	156164800	2
E048	156164800	156165800	7
E048	156165800	156168000	5
E048	156168000	156169200	7
E048	156169200	156170000	5
E048	156170000	156170400	4
E048	156170400	156170600	6
E048	156170600	156182200	5
E048	156182200	156182600	2
E048	156182600	156183400	1
E048	156183400	156183600	2
E048	156183600	156185000	7
E048	156185000	156186000	5
E048	156186000	156186800	8
E048	156186800	156187400	5
E048	156187400	156187600	7
E048	156187600	156188000	2
E048	156188000	156188400	7
E048	156188400	156193400	5
E048	156193400	156194200	4
E048	156194200	156203400	5
E048	156203400	156204200	4
E048	156204200	156206121	5
E050	156156094	156161400	5
E050	156161400	156161800	7
E050	156161800	156162800	5
E050	156162800	156163000	7
E050	156163000	156163400	2
E050	156163400	156164000	1
E050	156164000	156164800	2
E050	156164800	156165000	7
E050	156165000	156165600	5
E050	156165600	156165800	6
E050	156165800	156167200	4
E050	156167200	156168600	5
E050	156168600	156181400	4
E050	156181400	156182000	5
E050	156182000	156182200	7
E050	156182200	156182600	2
E050	156182600	156183400	1
E050	156183400	156184400	2
E050	156184400	156185200	7
E050	156185200	156186000	5
E050	156186000	156186800	11
E050	156186800	156187000	12
E050	156187000	156187600	7
E050	156187600	156188200	2
E050	156188200	156190200	7
E050	156190200	156190600	5
E050	156190600	156192000	4
E050	156192000	156193600	6
E050	156193600	156194000	4
E050	156194000	156195000	5
E050	156195000	156195800	7
E050	156195800	156196400	6
E050	156196400	156200400	4
E050	156200400	156201400	5
E050	156201400	156202800	7
E050	156202800	156203400	5
E050	156203400	156206121	4
E051	156156094	156156200	15
E051	156156200	156157200	9
E051	156157200	156161600	15
E051	156161600	156162000	7
E051	156162000	156162400	5
E051	156162400	156162800	7
E051	156162800	156163400	2
E051	156163400	156164000	1
E051	156164000	156164800	2
E051	156164800	156165000	7
E051	156165000	156165600	6
E051	156165600	156167200	4
E051	156167200	156168800	5
E051	156168800	156181600	4
E051	156181600	156182000	5
E051	156182000	156182600	2
E051	156182600	156183200	1
E051	156183200	156184600	2
E051	156184600	156184800	7
E051	156184800	156185000	6
E051	156185000	156185200	7
E051	156185200	156186200	5
E051	156186200	156186800	8
E051	156186800	156187200	5
E051	156187200	156187600	7
E051	156187600	156188400	2
E051	156188400	156189800	7
E051	156189800	156190600	5
E051	156190600	156193800	6
E051	156193800	156194800	4
E051	156194800	156195400	5
E051	156195400	156196400	6
E051	156196400	156200800	4
E051	156200800	156201400	5
E051	156201400	156202800	7
E051	156202800	156203200	5
E051	156203200	156206121	4
E062	156156094	156163000	5
E062	156163000	156163600	2
E062	156163600	156164000	1
E062	156164000	156164800	2
E062	156164800	156165200	5
E062	156165200	156166200	4
E062	156166200	156167000	6
E062	156167000	156167600	4
E062	156167600	156168200	5
E062	156168200	156172600	6
E062	156172600	156173200	4
E062	156173200	156173800	5
E062	156173800	156181400	4
E062	156181400	156182400	5
E062	156182400	156182600	2
E062	156182600	156182800	7
E062	156182800	156183800	2
E062	156183800	156185000	7
E062	156185000	156186200	5
E062	156186200	156186800	8
E062	156186800	156187600	5
E062	156187600	156188400	7
E062	156188400	156189400	5
E062	156189400	156193000	4
E062	156193000	156193600	6
E062	156193600	156194600	4
E062	156194600	156195000	5
E062	156195000	156206121	4
E115	156156094	156158600	15
E115	156158600	156159600	9
E115	156159600	156162800	15
E115	156162800	156163000	7
E115	156163000	156163600	2
E115	156163600	156164200	1
E115	156164200	156165200	2
E115	156165200	156165800	3
E115	156165800	156167200	6
E115	156167200	156169200	5
E115	156169200	156169800	4
E115	156169800	156170400	6
E115	156170400	156171600	5
E115	156171600	156171800	6
E115	156171800	156181400	4
E115	156181400	156182000	6
E115	156182000	156182600	2
E115	156182600	156183400	1
E115	156183400	156184000	2
E115	156184000	156184400	3
E115	156184400	156185200	6
E115	156185200	156186000	5
E115	156186000	156186800	8
E115	156186800	156187800	5
E115	156187800	156188000	6
E115	156188000	156188200	7
E115	156188200	156190800	5
E115	156190800	156194200	4
E115	156194200	156195400	5
E115	156195400	156197000	4
E115	156197000	156198200	5
E115	156198200	156198600	4
E115	156198600	156199800	5
E115	156199800	156200400	4
E115	156200400	156203400	5
E115	156203400	156206121	4
E116	156156094	156156600	9
E116	156156600	156161600	15
E116	156161600	156161800	7
E116	156161800	156162800	15
E116	156162800	156165200	1
E116	156165200	156165600	2
E116	156165600	156167000	3
E116	156167000	156167600	6
E116	156167600	156168000	3
E116	156168000	156168200	1
E116	156168200	156168400	2
E116	156168400	156168600	1
E116	156168600	156169400	2
E116	156169400	156169600	3
E116	156169600	156170000	6
E116	156170000	156170200	7
E116	156170200	156171000	1
E116	156171000	156172600	3
E116	156172600	156174200	5
E116	156174200	156174400	7
E116	156174400	156174800	6
E116	156174800	156180400	4
E116	156180400	156181200	5
E116	156181200	156182000	4
E116	156182000	156182200	6
E116	156182200	156182400	3
E116	156182400	156182600	2
E116	156182600	156184000	1
E116	156184000	156184200	2
E116	156184200	156184400	3
E116	156184400	156185000	6
E116	156185000	156186200	5
E116	156186200	156186800	8
E116	156186800	156187400	5
E116	156187400	156187600	7
E116	156187600	156188400	2
E116	156188400	156189400	7
E116	156189400	156190800	5
E116	156190800	156192000	6
E116	156192000	156193000	5
E116	156193000	156194200	4
E116	156194200	156194800	5
E116	156194800	156196200	7
E116	156196200	156197000	2
E116	156197000	156198600	7
E116	156198600	156204200	5
E116	156204200	156206121	4
E123	156156094	156156400	7
E123	156156400	156158600	15
E123	156158600	156159400	9
E123	156159400	156161200	15
E123	156161200	156161400	7
E123	156161400	156162000	2
E123	156162000	156162400	7
E123	156162400	156162600	2
E123	156162600	156164400	1
E123	156164400	156164800	2
E123	156164800	156165400	5
E123	156165400	156167200	4
E123	156167200	156169400	5
E123	156169400	156170600	4
E123	156170600	156172000	5
E123	156172000	156172200	6
E123	156172200	156172800	4
E123	156172800	156173400	6
E123	156173400	156181200	5
E123	156181200	156182200	6
E123	156182200	156182600	2
E123	156182600	156184000	1
E123	156184000	156184200	2
E123	156184200	156184600	3
E123	156184600	156186200	5
E123	156186200	156186800	8
E123	156186800	156190800	5
E123	156190800	156193600	4
E123	156193600	156199800	5
E123	156199800	156200400	7
E123	156200400	156201400	5
E123	156201400	156202400	7
E123	156202400	156203400	5
E123	156203400	156203600	6
E123	156203600	156204000	4
E123	156204000	156206121	5
E124	156156094	156161200	5
E124	156161200	156162200	7
E124	156162200	156162600	5
E124	156162600	156163000	7
E124	156163000	156163600	2
E124	156163600	156164000	1
E124	156164000	156165000	2
E124	156165000	156165200	7
E124	156165200	156165400	2
E124	156165400	156165800	7
E124	156165800	156166000	5
E124	156166000	156170000	4
E124	156170000	156172600	6
E124	156172600	156181800	4
E124	156181800	156182200	5
E124	156182200	156182600	2
E124	156182600	156183400	1
E124	156183400	156183600	2
E124	156183600	156183800	1
E124	156183800	156184200	2
E124	156184200	156184400	7
E124	156184400	156186000	14
E124	156186000	156186200	13
E124	156186200	156186800	11
E124	156186800	156187000	5
E124	156187000	156187600	7
E124	156187600	156188600	2
E124	156188600	156189400	7
E124	156189400	156190200	5
E124	156190200	156194400	4
E124	156194400	156196200	5
E124	156196200	156197200	4
E124	156197200	156198000	5
E124	156198000	156206121	4
