Category	GeneSet	N_genes	N_overlap	p	FDR	genes	logP	logFDR
DEG.up	Colon_Sigmoid	974	2	0.108047260206606	0.350768146305049	ENSG00000151067:ENSG00000124212	0.966386241203122	0.454979852341523
DEG.up	Colon_Transverse	1453	3	0.090573116908555	0.350768146305049	ENSG00000019102:ENSG00000151067:ENSG00000182600	1.04300068654791	0.454979852341523
DEG.up	Esophagus_Gastroesophageal_Junction	884	2	0.0864726768828298	0.350768146305049	ENSG00000151067:ENSG00000124212	1.0631210966223	0.454979852341523
DEG.up	Esophagus_Mucosa	1638	2	0.312250468824143	0.54438298557565	ENSG00000117335:ENSG00000019102	0.5054969008879	0.26409545691852
DEG.up	Esophagus_Muscularis	911	3	0.0213581161898034	0.125775573117731	ENSG00000151067:ENSG00000124212:ENSG00000132563	1.6704370552227	0.900403695061241
DEG.up	Fallopian_Tube	13	0	1	1		0	0
DEG.up	Heart_Atrial_Appendage	885	4	0.00335106623533321	0.044401627618165	ENSG00000151067:ENSG00000124212:ENSG00000138821:ENSG00000161896	2.47481698805389	1.35260110978106
DEG.up	Heart_Left_Ventricle	809	2	0.0701527617318097	0.338008761071447	ENSG00000151067:ENSG00000161896	1.15395522725463	0.471072042812068
DEG.up	Kidney_Cortex	1407	0	1	1		0	0
DEG.up	Liver	1398	1	0.50768880919971	0.672687672189616	ENSG00000161896	0.294402409485642	0.172186531212815
DEG.up	Lung	2119	6	0.00931884450839899	0.0705569655635924	ENSG00000188641:ENSG00000117335:ENSG00000019102:ENSG00000123384:ENSG00000137841:ENSG00000138821	2.03063793472078	1.15146010513425
DEG.up	Minor_Salivary_Gland	1090	3	0.0380819036835913	0.201834089523034	ENSG00000117335:ENSG00000019102:ENSG00000138821	1.41928134971471	0.695005480113924
DEG.up	Muscle_Skeletal	1107	2	0.143462794922798	0.37563071761946	ENSG00000256053:ENSG00000161896	0.843260712551712	0.425238900039721
DEG.up	Nerve_Tibial	1860	3	0.176947067905067	0.417752201287057	ENSG00000133687:ENSG00000123384:ENSG00000144619	0.752156629427709	0.37908125297424
DEG.up	Ovary	2257	4	0.123555659435493	0.350768146305049	ENSG00000123384:ENSG00000101442:ENSG00000124212:ENSG00000239713	0.908137357058232	0.454979852341523
DEG.up	Pancreas	758	1	0.229555138181099	0.478370526871251	ENSG00000138821	0.639112981884133	0.320235585732619
DEG.up	Pituitary	3165	1	0.91412142222488	1	ENSG00000132563	0.0389961133473027	0
DEG.up	Prostate	1942	3	0.197234620324975	0.435559786550986	ENSG00000117335:ENSG00000019102:ENSG00000120903	0.705016851583205	0.360952223694022
DEG.up	Skin_Not_Sun_Exposed_Suprapubic	1966	1	0.699655943364447	0.833194649651605	ENSG00000182600	0.1551154723164	0.0792535275315946
DEG.up	Skin_Sun_Exposed_Lower_leg	1994	1	0.707429419515514	0.833194649651605	ENSG00000182600	0.15031688335704	0.0792535275315946
DEG.up	Small_Intestine_Terminal_Ileum	2156	1	0.749391529710943	0.863429371188695	ENSG00000137841	0.125291219996674	0.0637731820774587
DEG.up	Spleen	2938	5	0.125747071316904	0.350768146305049	ENSG00000188641:ENSG00000133687:ENSG00000137841:ENSG00000101442:ENSG00000239713	0.900502120989483	0.454979852341523
DEG.up	Stomach	955	1	0.318412689676324	0.54438298557565	ENSG00000019102	0.497009632685037	0.26409545691852
DEG.up	Testis	5819	7	0.393678521085566	0.57958226715375	ENSG00000120451:ENSG00000256053:ENSG00000182600:ENSG00000101442:ENSG00000239713:ENSG00000144619:ENSG00000132911	0.404858279465502	0.236884910632
DEG.up	Thyroid	2539	3	0.362250475830703	0.565713755623358	ENSG00000019102:ENSG00000144619:ENSG00000161896	0.440991035392984	0.24740326103564
DEG.up	Uterus	1740	3	0.148834812641673	0.37563071761946	ENSG00000151067:ENSG00000123384:ENSG00000124212	0.82729547490659	0.425238900039721
DEG.up	Vagina	1265	0	1	1		0	0
DEG.up	Whole_Blood	1559	3	0.110493344580703	0.350768146305049	ENSG00000188641:ENSG00000137841:ENSG00000239713	0.956663880340171	0.454979852341523
DEG.down	Adipose_Subcutaneous	993	3	0.0282884402262909	0.188288217081736	ENSG00000019102:ENSG00000151067:ENSG00000132563	1.54839099809939	0.725176856916401
DEG.down	Adipose_Visceral_Omentum	955	2	0.10332125543125	0.248910297175285	ENSG00000151067:ENSG00000132563	0.985810325460858	0.603957136682275
DEG.down	Adrenal_Gland	1581	4	0.0355260786946672	0.188288217081736	ENSG00000123384:ENSG00000124212:ENSG00000138821:ENSG00000132563	1.44945272651719	0.725176856916401
DEG.down	Artery_Aorta	1599	3	0.118512827788654	0.262931922639283	ENSG00000019102:ENSG00000239713:ENSG00000138821	0.926234639220856	0.580156682876335
DEG.down	Artery_Coronary	941	2	0.0998963061135087	0.248910297175285	ENSG00000138821:ENSG00000161896	1.00045057047451	0.603957136682275
DEG.down	Artery_Tibial	1950	4	0.0758425390500406	0.236694523407394	ENSG00000137841:ENSG00000239713:ENSG00000138821:ENSG00000132563	1.12008713615306	0.625811790577315
DEG.down	Bladder	35	0	1	1		0	0
DEG.down	Brain_Amygdala	4331	8	0.0523203386612852	0.231081495754009	ENSG00000188641:ENSG00000117335:ENSG00000151067:ENSG00000133687:ENSG00000123384:ENSG00000101442:ENSG00000239713:ENSG00000138821	1.28132945355513	0.636234830001967
DEG.down	Brain_Anterior_cingulate_cortex_BA24	3894	4	0.514311976456748	0.664842311029455	ENSG00000117335:ENSG00000137841:ENSG00000101442:ENSG00000138821	0.288773362421048	0.177281349539995
DEG.down	Brain_Caudate_basal_ganglia	3761	4	0.480232657747775	0.652623868221336	ENSG00000117335:ENSG00000019102:ENSG00000151067:ENSG00000239713	0.318548309507259	0.185337046932969
DEG.down	Brain_Cerebellar_Hemisphere	2215	2	0.505810827060984	0.664842311029455	ENSG00000117335:ENSG00000138821	0.296011878663985	0.177281349539995
DEG.down	Brain_Cerebellum	2318	2	0.538243946733623	0.679212599449572	ENSG00000117335:ENSG00000138821	0.269020845693918	0.16799426649103
DEG.down	Brain_Cortex	3231	6	0.0759208848665225	0.236694523407394	ENSG00000117335:ENSG00000019102:ENSG00000133687:ENSG00000137841:ENSG00000138821:ENSG00000161896	1.11963873879983	0.625811790577315
DEG.down	Brain_Frontal_Cortex_BA9	3343	5	0.197432772375288	0.360825411582423	ENSG00000117335:ENSG00000019102:ENSG00000133687:ENSG00000137841:ENSG00000138821	0.704580756020959	0.442702884319126
DEG.down	Brain_Hippocampus	4257	8	0.047359678410463	0.228187541432231	ENSG00000188641:ENSG00000117335:ENSG00000151067:ENSG00000133687:ENSG00000123384:ENSG00000101442:ENSG00000239713:ENSG00000138821	1.32459125529349	0.641708070850924
DEG.down	Brain_Hypothalamus	3457	6	0.102016083511441	0.248910297175285	ENSG00000188641:ENSG00000117335:ENSG00000123384:ENSG00000101442:ENSG00000239713:ENSG00000138821	0.991331353437836	0.603957136682275
DEG.down	Brain_Nucleus_accumbens_basal_ganglia	3670	4	0.456644022603651	0.636898242052461	ENSG00000117335:ENSG00000151067:ENSG00000239713:ENSG00000138821	0.340422222823344	0.195929949839365
DEG.down	Brain_Putamen_basal_ganglia	4370	4	0.629675900163133	0.758473243378319	ENSG00000117335:ENSG00000019102:ENSG00000151067:ENSG00000239713	0.200882928305776	0.120059735191175
DEG.down	Brain_Spinal_cord_cervical_c-1	4325	6	0.244607150137355	0.405130592414995	ENSG00000188641:ENSG00000117335:ENSG00000133687:ENSG00000123384:ENSG00000101442:ENSG00000239713	0.611530852206468	0.392404960925585
DEG.down	Brain_Substantia_nigra	4114	6	0.204290024940094	0.360912377394166	ENSG00000188641:ENSG00000117335:ENSG00000133687:ENSG00000123384:ENSG00000101442:ENSG00000239713	0.689752838552262	0.442598223671135
DEG.down	Breast_Mammary_Tissue	606	2	0.0343894614709424	0.188288217081736	ENSG00000151067:ENSG00000132563	1.46357462505118	0.725176856916401
DEG.down	Cells_EBV-transformed_lymphocytes	1610	0	1	1		0	0
DEG.down	Cells_Transformed_fibroblasts	1775	2	0.359007067278501	0.514253366642178	ENSG00000124212:ENSG00000132563	0.444897001979217	0.288822856445423
DEG.down	Cervix_Ectocervix	2	0	1	1		0	0
DEG.down	Cervix_Endocervix	0	0	1	1		0	0
DEG.down	Colon_Sigmoid	1221	2	0.176658791162686	0.334389854700798	ENSG00000019102:ENSG00000138821	0.752864745670716	0.475746907412146
DEG.down	Colon_Transverse	998	0	1	1		0	0
DEG.down	Esophagus_Gastroesophageal_Junction	1111	2	0.144586546815988	0.306523479249895	ENSG00000019102:ENSG00000137841	0.839872114478479	0.513536253549727
DEG.down	Esophagus_Mucosa	2544	6	0.0242596375764916	0.188288217081736	ENSG00000133687:ENSG00000137841:ENSG00000124212:ENSG00000239713:ENSG00000132563:ENSG00000161896	1.61511569150347	0.725176856916401
DEG.down	Esophagus_Muscularis	1354	5	0.00414220752000158	0.0439073997120167	ENSG00000019102:ENSG00000137841:ENSG00000239713:ENSG00000138821:ENSG00000161896	2.38276814722577	1.357462281961
DEG.down	Fallopian_Tube	0	0	1	1		0	0
DEG.down	Heart_Atrial_Appendage	3703	5	0.27302105869975	0.42559165032608	ENSG00000188641:ENSG00000117335:ENSG00000019102:ENSG00000101442:ENSG00000239713	0.563803853602557	0.371006901044024
DEG.down	Heart_Left_Ventricle	5211	7	0.267348404681764	0.42559165032608	ENSG00000188641:ENSG00000117335:ENSG00000019102:ENSG00000123384:ENSG00000137841:ENSG00000101442:ENSG00000132563	0.572922403072801	0.371006901044024
DEG.down	Kidney_Cortex	793	2	0.0668782600186174	0.236694523407394	ENSG00000123384:ENSG00000132563	1.17471503452453	0.625811790577315
DEG.down	Liver	4748	6	0.33353632599155	0.491039591043115	ENSG00000019102:ENSG00000256053:ENSG00000137841:ENSG00000124212:ENSG00000239713:ENSG00000163634	0.476856859442953	0.308883490609451
DEG.down	Lung	757	0	1	1		0	0
DEG.down	Minor_Salivary_Gland	1017	2	0.119063512138543	0.262931922639283	ENSG00000133687:ENSG00000132563	0.924221310765518	0.580156682876335
DEG.down	Muscle_Skeletal	4509	6	0.282141128564792	0.427242280398113	ENSG00000188641:ENSG00000117335:ENSG00000123384:ENSG00000101442:ENSG00000124212:ENSG00000132563	0.549533600811021	0.369325775560508
DEG.down	Nerve_Tibial	770	5	0.000216540768011242	0.0114766607045958	ENSG00000019102:ENSG00000151067:ENSG00000138821:ENSG00000132563:ENSG00000161896	3.66446032722965	1.94018445762886
DEG.down	Ovary	1345	3	0.0723566631552213	0.236694523407394	ENSG00000151067:ENSG00000137841:ENSG00000132563	1.14052146954425	0.625811790577315
DEG.down	Pancreas	5147	4	0.7835954424316	0.922901298863885	ENSG00000188641:ENSG00000123384:ENSG00000137841:ENSG00000124212	0.105908098624931	0.034844742799486
DEG.down	Pituitary	1599	1	0.58305172861955	0.718645153879911	ENSG00000019102	0.234292912723962	0.14348549870276
DEG.down	Prostate	541	0	1	1		0	0
DEG.down	Skin_Not_Sun_Exposed_Suprapubic	1894	7	0.00101898761478773	0.0135015858959375	ENSG00000188641:ENSG00000019102:ENSG00000133687:ENSG00000137841:ENSG00000124212:ENSG00000239713:ENSG00000132563	2.99183109456279	1.86961521628996
DEG.down	Skin_Sun_Exposed_Lower_leg	1866	7	0.000922612280833887	0.0135015858959375	ENSG00000188641:ENSG00000019102:ENSG00000133687:ENSG00000137841:ENSG00000124212:ENSG00000239713:ENSG00000132563	3.03498076882282	1.86961521628996
DEG.down	Small_Intestine_Terminal_Ileum	1007	3	0.0295937181616308	0.188288217081736	ENSG00000019102:ENSG00000133687:ENSG00000132563	1.52880046655162	0.725176856916401
DEG.down	Spleen	1364	2	0.221201698711553	0.378183549410075	ENSG00000019102:ENSG00000161896	0.655211542203591	0.422297366437074
DEG.down	Stomach	1212	2	0.173955336671142	0.334389854700798	ENSG00000132563:ENSG00000161896	0.759562243252829	0.475746907412146
DEG.down	Testis	2279	8	0.0007021641333265	0.0135015858959375	ENSG00000188641:ENSG00000117335:ENSG00000019102:ENSG00000133687:ENSG00000123384:ENSG00000137841:ENSG00000124212:ENSG00000132563	3.15356135814639	1.86961521628996
DEG.down	Thyroid	922	2	0.0953276718646851	0.248910297175285	ENSG00000133687:ENSG00000137841	1.02078101338367	0.603957136682275
DEG.down	Uterus	823	2	0.0730787643252757	0.236694523407394	ENSG00000137841:ENSG00000138821	1.13620880465901	0.625811790577315
DEG.down	Vagina	603	1	0.161734507198373	0.329689572365913	ENSG00000132563	0.791197310415117	0.481894788785146
DEG.down	Whole_Blood	4725	8	0.0849799802586512	0.248910297175285	ENSG00000019102:ENSG00000120451:ENSG00000133687:ENSG00000123384:ENSG00000256053:ENSG00000101442:ENSG00000163634:ENSG00000138821	1.07068337413565	0.603957136682275
DEG.twoside	Adipose_Subcutaneous	2460	8	0.00123474955457787	0.0212454789368265	ENSG00000188641:ENSG00000117335:ENSG00000019102:ENSG00000151067:ENSG00000133687:ENSG00000123384:ENSG00000124212:ENSG00000132563	2.90842112183328	1.67273347416371
DEG.twoside	Adipose_Visceral_Omentum	2388	7	0.00456719467365978	0.0339715796205338	ENSG00000188641:ENSG00000151067:ENSG00000133687:ENSG00000123384:ENSG00000124212:ENSG00000138821:ENSG00000132563	2.3403504764827	1.46888425870749
DEG.twoside	Adrenal_Gland	3517	5	0.232778759895697	0.411242475815732	ENSG00000117335:ENSG00000123384:ENSG00000124212:ENSG00000138821:ENSG00000132563	0.633056649799331	0.385902034918204
DEG.twoside	Artery_Aorta	2873	8	0.00374941502833483	0.033119832750291	ENSG00000019102:ENSG00000151067:ENSG00000133687:ENSG00000123384:ENSG00000124212:ENSG00000239713:ENSG00000144619:ENSG00000138821	2.42603648421448	1.47991186499734
DEG.twoside	Artery_Coronary	2034	7	0.00163213605227916	0.0212454789368265	ENSG00000151067:ENSG00000133687:ENSG00000123384:ENSG00000124212:ENSG00000144619:ENSG00000138821:ENSG00000161896	2.78724364197227	1.67273347416371
DEG.twoside	Artery_Tibial	3161	9	0.00180847178900318	0.0212454789368265	ENSG00000151067:ENSG00000133687:ENSG00000123384:ENSG00000137841:ENSG00000124212:ENSG00000239713:ENSG00000144619:ENSG00000138821:ENSG00000132563	2.74268826156413	1.67273347416371
DEG.twoside	Bladder	232	0	1	1		0	0
DEG.twoside	Brain_Amygdala	6540	11	0.0510268007976848	0.142337918014594	ENSG00000188641:ENSG00000117335:ENSG00000151067:ENSG00000133687:ENSG00000123384:ENSG00000183454:ENSG00000182600:ENSG00000101442:ENSG00000239713:ENSG00000138821:ENSG00000132563	1.29220165956246	0.846679390914502
DEG.twoside	Brain_Anterior_cingulate_cortex_BA24	6449	8	0.356527805329597	0.497262465328122	ENSG00000117335:ENSG00000137841:ENSG00000183454:ENSG00000182600:ENSG00000101442:ENSG00000138821:ENSG00000132563:ENSG00000120903	0.447906594198338	0.303414321214359
DEG.twoside	Brain_Caudate_basal_ganglia	6188	7	0.47488235907833	0.629219125778787	ENSG00000117335:ENSG00000019102:ENSG00000151067:ENSG00000183454:ENSG00000182600:ENSG00000239713:ENSG00000132563	0.323413963282242	0.201198085009415
DEG.twoside	Brain_Cerebellar_Hemisphere	6025	5	0.78180473966621	0.88160960004913	ENSG00000117335:ENSG00000183454:ENSG00000144619:ENSG00000138821:ENSG00000132563	0.106901700999395	0.0547236893343237
DEG.twoside	Brain_Cerebellum	6125	6	0.641034334635302	0.772154993992523	ENSG00000117335:ENSG00000123384:ENSG00000183454:ENSG00000144619:ENSG00000138821:ENSG00000132563	0.193118708479143	0.112295515364541
DEG.twoside	Brain_Cortex	6065	10	0.07133854280973	0.18831218339574	ENSG00000117335:ENSG00000019102:ENSG00000133687:ENSG00000137841:ENSG00000183454:ENSG00000182600:ENSG00000138821:ENSG00000132563:ENSG00000161896:ENSG00000120903	1.14667576598388	0.725121581149703
DEG.twoside	Brain_Frontal_Cortex_BA9	6260	10	0.08767472483745	0.20203306158195	ENSG00000117335:ENSG00000019102:ENSG00000133687:ENSG00000137841:ENSG00000183454:ENSG00000182600:ENSG00000144619:ENSG00000138821:ENSG00000132563:ENSG00000120903	1.0571255884549	0.6945775548717
DEG.twoside	Brain_Hippocampus	6517	11	0.0496937873131382	0.142337918014594	ENSG00000188641:ENSG00000117335:ENSG00000151067:ENSG00000133687:ENSG00000123384:ENSG00000183454:ENSG00000182600:ENSG00000101442:ENSG00000239713:ENSG00000138821:ENSG00000132563	1.30369790310318	0.846679390914502
DEG.twoside	Brain_Hypothalamus	6151	8	0.296797353776731	0.462654698534316	ENSG00000188641:ENSG00000117335:ENSG00000123384:ENSG00000182600:ENSG00000101442:ENSG00000239713:ENSG00000138821:ENSG00000132563	0.52753997551325	0.334743022954716
DEG.twoside	Brain_Nucleus_accumbens_basal_ganglia	6248	7	0.488128723377256	0.630995666804746	ENSG00000117335:ENSG00000151067:ENSG00000183454:ENSG00000182600:ENSG00000239713:ENSG00000138821:ENSG00000132563	0.311465636028757	0.199973623147703
DEG.twoside	Brain_Putamen_basal_ganglia	6456	7	0.53377101019822	0.657903803267573	ENSG00000117335:ENSG00000019102:ENSG00000151067:ENSG00000183454:ENSG00000182600:ENSG00000239713:ENSG00000132563	0.272645017009416	0.181837602988214
DEG.twoside	Brain_Spinal_cord_cervical_c-1	6112	8	0.289266677994518	0.462654698534316	ENSG00000188641:ENSG00000117335:ENSG00000133687:ENSG00000123384:ENSG00000182600:ENSG00000101442:ENSG00000239713:ENSG00000132563	0.538701591919245	0.334743022954716
DEG.twoside	Brain_Substantia_nigra	6115	8	0.289843313655161	0.462654698534316	ENSG00000188641:ENSG00000117335:ENSG00000133687:ENSG00000123384:ENSG00000182600:ENSG00000101442:ENSG00000239713:ENSG00000132563	0.537836713841292	0.334743022954716
DEG.twoside	Breast_Mammary_Tissue	1955	6	0.00599682554581393	0.0353146393253487	ENSG00000117335:ENSG00000151067:ENSG00000133687:ENSG00000123384:ENSG00000182600:ENSG00000132563	2.22207858507791	1.45204522491644
DEG.twoside	Cells_EBV-transformed_lymphocytes	5476	4	0.83356507121244	0.920394766130403	ENSG00000137841:ENSG00000239713:ENSG00000163634:ENSG00000138821	0.0790604918582658	0.0360258596330639
DEG.twoside	Cells_Transformed_fibroblasts	4039	6	0.190752063237832	0.374439235244633	ENSG00000188641:ENSG00000133687:ENSG00000123384:ENSG00000124212:ENSG00000138821:ENSG00000132563	0.719530755873951	0.426618650432149
DEG.twoside	Cervix_Ectocervix	2	0	1	1		0	0
DEG.twoside	Cervix_Endocervix	7	0	1	1		0	0
DEG.twoside	Colon_Sigmoid	2195	4	0.112908019554767	0.249338543183445	ENSG00000019102:ENSG00000151067:ENSG00000124212:ENSG00000138821	0.947275210203543	0.60321058231436
DEG.twoside	Colon_Transverse	2451	3	0.336768272800001	0.495643472324736	ENSG00000019102:ENSG00000151067:ENSG00000182600	0.47266883046493	0.304830609150773
DEG.twoside	Esophagus_Gastroesophageal_Junction	1995	4	0.0820377135695167	0.197636309962926	ENSG00000019102:ENSG00000151067:ENSG00000137841:ENSG00000124212	1.08598645213082	0.70413326335224
DEG.twoside	Esophagus_Mucosa	4182	8	0.0426848190353589	0.142337918014594	ENSG00000117335:ENSG00000019102:ENSG00000133687:ENSG00000137841:ENSG00000124212:ENSG00000239713:ENSG00000132563:ENSG00000161896	1.36972655545378	0.846679390914502
DEG.twoside	Esophagus_Muscularis	2265	8	0.000670617922732244	0.0212454789368265	ENSG00000019102:ENSG00000151067:ENSG00000137841:ENSG00000124212:ENSG00000239713:ENSG00000138821:ENSG00000132563:ENSG00000161896	3.17352484392882	1.67273347416371
DEG.twoside	Fallopian_Tube	13	0	1	1		0	0
DEG.twoside	Heart_Atrial_Appendage	4588	9	0.0280591605982359	0.123927959308875	ENSG00000188641:ENSG00000117335:ENSG00000019102:ENSG00000151067:ENSG00000101442:ENSG00000124212:ENSG00000239713:ENSG00000138821:ENSG00000161896	1.5519253252181	0.906830701664936
DEG.twoside	Heart_Left_Ventricle	6020	9	0.146489561312397	0.298613336521425	ENSG00000188641:ENSG00000117335:ENSG00000019102:ENSG00000151067:ENSG00000123384:ENSG00000137841:ENSG00000101442:ENSG00000132563:ENSG00000161896	0.834193321562057	0.524890799932086
DEG.twoside	Kidney_Cortex	2200	2	0.50100725441438	0.632223440094337	ENSG00000123384:ENSG00000132563	0.300155985651067	0.199129406448179
DEG.twoside	Liver	6146	7	0.465602160576303	0.629219125778787	ENSG00000019102:ENSG00000256053:ENSG00000137841:ENSG00000124212:ENSG00000239713:ENSG00000163634:ENSG00000161896	0.331985013057075	0.201198085009415
DEG.twoside	Lung	2876	6	0.0443313781091261	0.142337918014594	ENSG00000188641:ENSG00000117335:ENSG00000019102:ENSG00000123384:ENSG00000137841:ENSG00000138821	1.35328876777835	0.846679390914502
DEG.twoside	Minor_Salivary_Gland	2107	5	0.0329409060074403	0.134297539876487	ENSG00000117335:ENSG00000019102:ENSG00000133687:ENSG00000138821:ENSG00000132563	1.48226446015653	0.871931942862574
DEG.twoside	Muscle_Skeletal	5616	8	0.200924249276953	0.380320900417089	ENSG00000188641:ENSG00000117335:ENSG00000123384:ENSG00000256053:ENSG00000101442:ENSG00000124212:ENSG00000132563:ENSG00000161896	0.69696764567266	0.419849807414091
DEG.twoside	Nerve_Tibial	2630	8	0.00200429046573835	0.0212454789368265	ENSG00000019102:ENSG00000151067:ENSG00000133687:ENSG00000123384:ENSG00000144619:ENSG00000138821:ENSG00000132563:ENSG00000161896	2.69803933942848	1.67273347416371
DEG.twoside	Ovary	3602	7	0.0495040683494568	0.142337918014594	ENSG00000151067:ENSG00000123384:ENSG00000137841:ENSG00000101442:ENSG00000124212:ENSG00000239713:ENSG00000132563	1.30535910835703	0.846679390914502
DEG.twoside	Pancreas	5905	5	0.761950792386651	0.877899826010706	ENSG00000188641:ENSG00000123384:ENSG00000137841:ENSG00000124212:ENSG00000138821	0.118073074966172	0.0565550370469569
DEG.twoside	Pituitary	4764	2	0.951247021427897	1	ENSG00000019102:ENSG00000132563	0.0217066900946464	0
DEG.twoside	Prostate	2483	3	0.346015254264438	0.495643472324736	ENSG00000117335:ENSG00000019102:ENSG00000120903	0.460904754684567	0.304830609150773
DEG.twoside	Skin_Not_Sun_Exposed_Suprapubic	3860	8	0.0263420555799486	0.123927959308875	ENSG00000188641:ENSG00000019102:ENSG00000133687:ENSG00000137841:ENSG00000182600:ENSG00000124212:ENSG00000239713:ENSG00000132563	1.57935033825061	0.906830701664936
DEG.twoside	Skin_Sun_Exposed_Lower_leg	3860	8	0.0263420555799486	0.123927959308875	ENSG00000188641:ENSG00000019102:ENSG00000133687:ENSG00000137841:ENSG00000182600:ENSG00000124212:ENSG00000239713:ENSG00000132563	1.57935033825061	0.906830701664936
DEG.twoside	Small_Intestine_Terminal_Ileum	3163	4	0.324884061965648	0.491967293833695	ENSG00000019102:ENSG00000133687:ENSG00000137841:ENSG00000132563	0.488271593580078	0.308063768329565
DEG.twoside	Spleen	4302	7	0.119111554486671	0.252516495511744	ENSG00000188641:ENSG00000019102:ENSG00000133687:ENSG00000137841:ENSG00000101442:ENSG00000239713:ENSG00000161896	0.924046107481074	0.597710246552322
DEG.twoside	Stomach	2167	3	0.25658653247211	0.438680200678124	ENSG00000019102:ENSG00000132563:ENSG00000161896	0.59076614229679	0.357851966530273
