gene	tissue	exp
ENSG00000182600	Adrenal_Gland	0.265337746360871
ENSG00000183454	Adrenal_Gland	0.0160376607194477
ENSG00000132911	Adrenal_Gland	0
ENSG00000120903	Adrenal_Gland	0.188364653692925
ENSG00000161896	Adrenal_Gland	0.326723899950258
ENSG00000144619	Adrenal_Gland	0.237593974402001
ENSG00000151067	Adrenal_Gland	0.574290874696158
ENSG00000019102	Adrenal_Gland	0.494646781728554
ENSG00000138821	Adrenal_Gland	1.13054330552235
ENSG00000133687	Adrenal_Gland	2.59930200072308
ENSG00000256053	Adrenal_Gland	2.02403811493817
ENSG00000101442	Adrenal_Gland	2.2744081563736
ENSG00000137841	Adrenal_Gland	2.43880187610866
ENSG00000188641	Adrenal_Gland	2.71896634521764
ENSG00000239713	Adrenal_Gland	2.89644872806871
ENSG00000123384	Artery_Aorta	5.6724253419715
ENSG00000120451	Artery_Aorta	3.68473613584409
ENSG00000117335	Artery_Aorta	4.96786655788037
ENSG00000163634	Artery_Aorta	4.45549523009969
ENSG00000132563	Artery_Aorta	3.04739262992908
ENSG00000124212	Artery_Aorta	5.6724253419715
ENSG00000182600	Artery_Aorta	0.139215278453895
ENSG00000183454	Artery_Aorta	0.16472587465775
ENSG00000132911	Artery_Aorta	0
ENSG00000120903	Artery_Aorta	0
ENSG00000161896	Artery_Aorta	0.285209098757145
ENSG00000144619	Artery_Aorta	3.28589909813915
ENSG00000151067	Artery_Aorta	3.16510930109597
ENSG00000019102	Artery_Aorta	1.22133114500781
ENSG00000138821	Artery_Aorta	1.18357315008896
ENSG00000133687	Artery_Aorta	3.25914145751104
ENSG00000256053	Artery_Aorta	2.03682526491611
ENSG00000101442	Artery_Aorta	2.64606985164142
ENSG00000137841	Artery_Aorta	1.79685215609119
ENSG00000188641	Artery_Aorta	2.43128341435791
ENSG00000239713	Artery_Aorta	1.6415930964775
ENSG00000123384	Artery_Coronary	5.6724253419715
ENSG00000120451	Artery_Coronary	3.76549846768413
ENSG00000117335	Artery_Coronary	4.84606459187827
ENSG00000163634	Artery_Coronary	4.6343610681969
ENSG00000132563	Artery_Coronary	2.05840757043356
ENSG00000124212	Artery_Coronary	5.6724253419715
ENSG00000182600	Artery_Coronary	0.221635259471551
ENSG00000183454	Artery_Coronary	0.0530375550517732
ENSG00000132911	Artery_Coronary	0
ENSG00000120903	Artery_Coronary	0
ENSG00000161896	Artery_Coronary	1.09407720229515
ENSG00000144619	Artery_Coronary	2.38601652176957
ENSG00000151067	Artery_Coronary	3.48372083203045
ENSG00000019102	Artery_Coronary	1.8036476220186
ENSG00000138821	Artery_Coronary	1.45067802831049
ENSG00000133687	Artery_Coronary	3.7158328858347
ENSG00000256053	Artery_Coronary	2.18877113167437
ENSG00000101442	Artery_Coronary	2.73110820131081
ENSG00000137841	Artery_Coronary	2.43328781853872
ENSG00000188641	Artery_Coronary	3.08466900100984
ENSG00000239713	Artery_Coronary	1.95218135324985
ENSG00000123384	Artery_Tibial	5.6724253419715
ENSG00000120451	Artery_Tibial	3.78133139399614
ENSG00000117335	Artery_Tibial	4.85500209565518
ENSG00000163634	Artery_Tibial	4.77614920286174
ENSG00000132563	Artery_Tibial	1.54072087482595
ENSG00000124212	Artery_Tibial	5.65013013799448
ENSG00000182600	Artery_Tibial	0.126023331131638
ENSG00000183454	Artery_Tibial	0.0549093024821761
ENSG00000132911	Artery_Tibial	0
ENSG00000120903	Artery_Tibial	0
ENSG00000161896	Artery_Tibial	0.601246266882727
ENSG00000144619	Artery_Tibial	3.20676839792977
ENSG00000151067	Artery_Tibial	3.23485474434824
ENSG00000019102	Artery_Tibial	1.69019074889564
ENSG00000138821	Artery_Tibial	1.33443887606941
ENSG00000133687	Artery_Tibial	4.39645460949269
ENSG00000256053	Artery_Tibial	2.13276705258391
ENSG00000101442	Artery_Tibial	2.58580387310047
ENSG00000137841	Artery_Tibial	1.15502190413111
ENSG00000188641	Artery_Tibial	2.90103407565563
ENSG00000239713	Artery_Tibial	1.15894267636428
ENSG00000123384	Bladder	5.33670458510613
ENSG00000120451	Bladder	3.93352011686491
ENSG00000117335	Bladder	5.38427680076422
ENSG00000163634	Bladder	4.54113384622742
ENSG00000132563	Bladder	2.05518370115008
ENSG00000124212	Bladder	5.6724253419715
ENSG00000182600	Bladder	0.399601615448146
ENSG00000183454	Bladder	0.041354968090613
ENSG00000132911	Bladder	0
ENSG00000120903	Bladder	0
ENSG00000161896	Bladder	0.741376613920563
ENSG00000144619	Bladder	1.02908017725688
ENSG00000151067	Bladder	2.92518487795942
ENSG00000019102	Bladder	5.6724253419715
ENSG00000138821	Bladder	1.54802496003725
ENSG00000133687	Bladder	3.05398842167462
ENSG00000256053	Bladder	2.32602303218893
ENSG00000101442	Bladder	2.74400282177958
ENSG00000137841	Bladder	2.18952983061497
ENSG00000188641	Bladder	2.93921816109247
ENSG00000239713	Bladder	3.07554027264436
ENSG00000123384	Brain_Amygdala	4.36983295098945
ENSG00000120451	Brain_Amygdala	3.39430395146078
ENSG00000117335	Brain_Amygdala	3.2102438513435
ENSG00000163634	Brain_Amygdala	4.78349639366748
ENSG00000132563	Brain_Amygdala	5.48592653587148
ENSG00000124212	Brain_Amygdala	0.337283317580273
ENSG00000182600	Brain_Amygdala	1.6420095978531
ENSG00000183454	Brain_Amygdala	1.3416806187784
ENSG00000132911	Brain_Amygdala	0.0745602741939781
ENSG00000120903	Brain_Amygdala	0.319285864907096
ENSG00000161896	Brain_Amygdala	0.996899604578995
ENSG00000144619	Brain_Amygdala	1.2070017401371
ENSG00000151067	Brain_Amygdala	1.25202387904864
ENSG00000019102	Brain_Amygdala	0.684899627945167
ENSG00000138821	Brain_Amygdala	1.46285766265943
ENSG00000133687	Brain_Amygdala	1.82347322294727
ENSG00000256053	Brain_Amygdala	2.37690900365115
ENSG00000101442	Brain_Amygdala	1.92217249024539
ENSG00000137841	Brain_Amygdala	2.18619591545597
ENSG00000188641	Brain_Amygdala	1.0394097680147
ENSG00000239713	Brain_Amygdala	1.16305614481094
ENSG00000123384	Brain_Anterior_cingulate_cortex_BA24	4.55300784193316
ENSG00000120451	Brain_Anterior_cingulate_cortex_BA24	3.2292730025041
ENSG00000117335	Brain_Anterior_cingulate_cortex_BA24	3.17319184425027
ENSG00000163634	Brain_Anterior_cingulate_cortex_BA24	4.81576631965985
ENSG00000132563	Brain_Anterior_cingulate_cortex_BA24	5.6724253419715
ENSG00000124212	Brain_Anterior_cingulate_cortex_BA24	0.430765090620276
ENSG00000182600	Brain_Anterior_cingulate_cortex_BA24	2.11923587175851
ENSG00000183454	Brain_Anterior_cingulate_cortex_BA24	1.98625113791195
ENSG00000132911	Brain_Anterior_cingulate_cortex_BA24	0.0879295824502237
ENSG00000120903	Brain_Anterior_cingulate_cortex_BA24	1.01052111681387
ENSG00000161896	Brain_Anterior_cingulate_cortex_BA24	0.345316458069832
ENSG00000144619	Brain_Anterior_cingulate_cortex_BA24	1.81613546397259
ENSG00000151067	Brain_Anterior_cingulate_cortex_BA24	1.51963861931979
ENSG00000019102	Brain_Anterior_cingulate_cortex_BA24	0.838411006128841
ENSG00000138821	Brain_Anterior_cingulate_cortex_BA24	1.37580650822527
ENSG00000133687	Brain_Anterior_cingulate_cortex_BA24	2.2992537795641
ENSG00000256053	Brain_Anterior_cingulate_cortex_BA24	2.48377387064741
ENSG00000101442	Brain_Anterior_cingulate_cortex_BA24	1.99712224612638
ENSG00000137841	Brain_Anterior_cingulate_cortex_BA24	1.63073068715225
ENSG00000188641	Brain_Anterior_cingulate_cortex_BA24	0.80738748243824
ENSG00000239713	Brain_Anterior_cingulate_cortex_BA24	0.819904193093346
ENSG00000123384	Brain_Caudate_basal_ganglia	4.8629338392219
ENSG00000120451	Brain_Caudate_basal_ganglia	3.50847460894945
ENSG00000117335	Brain_Caudate_basal_ganglia	3.34208213027791
ENSG00000163634	Brain_Caudate_basal_ganglia	4.66376242973599
ENSG00000132563	Brain_Caudate_basal_ganglia	5.42783404650185
ENSG00000124212	Brain_Caudate_basal_ganglia	0.804643698469482
ENSG00000182600	Brain_Caudate_basal_ganglia	2.4873742967054
ENSG00000183454	Brain_Caudate_basal_ganglia	1.11178152855843
ENSG00000132911	Brain_Caudate_basal_ganglia	0.051921131826613
ENSG00000120903	Brain_Caudate_basal_ganglia	0.074476924567744
ENSG00000161896	Brain_Caudate_basal_ganglia	1.15655954479465
ENSG00000144619	Brain_Caudate_basal_ganglia	1.14471549307959
ENSG00000151067	Brain_Caudate_basal_ganglia	1.22268665364624
ENSG00000019102	Brain_Caudate_basal_ganglia	1.07532955412358
ENSG00000138821	Brain_Caudate_basal_ganglia	1.94678422329545
ENSG00000133687	Brain_Caudate_basal_ganglia	2.60480238601274
ENSG00000256053	Brain_Caudate_basal_ganglia	2.24476456454137
ENSG00000101442	Brain_Caudate_basal_ganglia	2.29443502196467
ENSG00000137841	Brain_Caudate_basal_ganglia	2.46781870731687
ENSG00000188641	Brain_Caudate_basal_ganglia	0.881477760787552
ENSG00000239713	Brain_Caudate_basal_ganglia	1.05834497381987
ENSG00000123384	Brain_Cerebellar_Hemisphere	5.38839455875986
ENSG00000120451	Brain_Cerebellar_Hemisphere	3.39433485856111
ENSG00000117335	Brain_Cerebellar_Hemisphere	3.59590258142002
ENSG00000163634	Brain_Cerebellar_Hemisphere	4.15268776586958
ENSG00000132563	Brain_Cerebellar_Hemisphere	5.6724253419715
ENSG00000124212	Brain_Cerebellar_Hemisphere	0.072120758803542
ENSG00000182600	Brain_Cerebellar_Hemisphere	1.19050222808584
ENSG00000183454	Brain_Cerebellar_Hemisphere	1.85690476522449
ENSG00000132911	Brain_Cerebellar_Hemisphere	0.0219513035362522
ENSG00000120903	Brain_Cerebellar_Hemisphere	0.693890540171915
ENSG00000161896	Brain_Cerebellar_Hemisphere	0.292353178518888
ENSG00000144619	Brain_Cerebellar_Hemisphere	2.64330915372926
ENSG00000151067	Brain_Cerebellar_Hemisphere	1.60780291168807
ENSG00000019102	Brain_Cerebellar_Hemisphere	0.317589920755876
ENSG00000138821	Brain_Cerebellar_Hemisphere	1.48750341061357
ENSG00000133687	Brain_Cerebellar_Hemisphere	0.401586634688694
ENSG00000256053	Brain_Cerebellar_Hemisphere	2.21787193214441
ENSG00000101442	Brain_Cerebellar_Hemisphere	2.86836742167939
ENSG00000137841	Brain_Cerebellar_Hemisphere	0.635849449861349
ENSG00000188641	Brain_Cerebellar_Hemisphere	0.274682812400242
ENSG00000239713	Brain_Cerebellar_Hemisphere	0.439208119397054
ENSG00000123384	Brain_Cerebellum	5.6724253419715
ENSG00000120451	Brain_Cerebellum	3.46159485107934
ENSG00000117335	Brain_Cerebellum	3.62493553421125
ENSG00000163634	Brain_Cerebellum	4.0280449044208
ENSG00000132563	Brain_Cerebellum	5.6724253419715
ENSG00000124212	Brain_Cerebellum	0.113597678486384
ENSG00000182600	Brain_Cerebellum	1.36496319074415
ENSG00000183454	Brain_Cerebellum	1.92280314026527
ENSG00000132911	Brain_Cerebellum	0.0352557653595706
ENSG00000120903	Brain_Cerebellum	0.733801653739393
ENSG00000161896	Brain_Cerebellum	0.480324925161986
ENSG00000144619	Brain_Cerebellum	2.33459109448748
ENSG00000151067	Brain_Cerebellum	1.70115467127912
ENSG00000019102	Brain_Cerebellum	0.544054567224004
ENSG00000138821	Brain_Cerebellum	1.3818373843147
ENSG00000133687	Brain_Cerebellum	0.696833899057832
ENSG00000256053	Brain_Cerebellum	2.1103643050482
ENSG00000101442	Brain_Cerebellum	2.84043324794753
ENSG00000137841	Brain_Cerebellum	0.750677906789857
ENSG00000188641	Brain_Cerebellum	0.326931361991188
ENSG00000239713	Brain_Cerebellum	0.527055789359161
ENSG00000123384	Brain_Cortex	4.77335148607186
ENSG00000120451	Brain_Cortex	3.41916531836837
ENSG00000117335	Brain_Cortex	3.32973770603594
ENSG00000163634	Brain_Cortex	4.66661661831417
ENSG00000132563	Brain_Cortex	5.6724253419715
ENSG00000124212	Brain_Cortex	0.568981677103681
ENSG00000182600	Brain_Cortex	2.41359848059467
ENSG00000183454	Brain_Cortex	2.4557265965971
ENSG00000132911	Brain_Cortex	0.158764444258271
ENSG00000120903	Brain_Cortex	1.68738880166877
ENSG00000161896	Brain_Cortex	0.811180277673052
ENSG00000144619	Brain_Cortex	1.65830199419909
ENSG00000151067	Brain_Cortex	1.66774466340055
ENSG00000019102	Brain_Cortex	1.41197807803243
ENSG00000138821	Brain_Cortex	1.4636597957609
ENSG00000133687	Brain_Cortex	1.67073600837474
ENSG00000256053	Brain_Cortex	2.43892390303706
ENSG00000101442	Brain_Cortex	2.26067534802242
ENSG00000137841	Brain_Cortex	1.81047836445731
ENSG00000188641	Brain_Cortex	0.78436798918491
ENSG00000239713	Brain_Cortex	0.698056665606957
ENSG00000123384	Brain_Frontal_Cortex_BA9	4.46650033684482
ENSG00000120451	Brain_Frontal_Cortex_BA9	3.37618342885062
ENSG00000117335	Brain_Frontal_Cortex_BA9	3.24158978651958
ENSG00000163634	Brain_Frontal_Cortex_BA9	4.96222774311518
ENSG00000132563	Brain_Frontal_Cortex_BA9	5.6724253419715
ENSG00000124212	Brain_Frontal_Cortex_BA9	0.476322952419918
ENSG00000182600	Brain_Frontal_Cortex_BA9	2.33597734905497
ENSG00000183454	Brain_Frontal_Cortex_BA9	2.55722065337434
ENSG00000132911	Brain_Frontal_Cortex_BA9	0.113849820874552
ENSG00000120903	Brain_Frontal_Cortex_BA9	1.45640672944312
ENSG00000161896	Brain_Frontal_Cortex_BA9	0.502356341575341
ENSG00000144619	Brain_Frontal_Cortex_BA9	2.12670265619469
ENSG00000151067	Brain_Frontal_Cortex_BA9	1.66012267232375
ENSG00000019102	Brain_Frontal_Cortex_BA9	1.16928839282081
ENSG00000138821	Brain_Frontal_Cortex_BA9	1.5787167986219
ENSG00000133687	Brain_Frontal_Cortex_BA9	2.16569555724009
ENSG00000256053	Brain_Frontal_Cortex_BA9	2.50754346911562
ENSG00000101442	Brain_Frontal_Cortex_BA9	2.16775304831164
ENSG00000137841	Brain_Frontal_Cortex_BA9	1.53221263666042
ENSG00000188641	Brain_Frontal_Cortex_BA9	0.862281086412442
ENSG00000239713	Brain_Frontal_Cortex_BA9	0.642979077332648
ENSG00000123384	Brain_Hippocampus	4.02734251955998
ENSG00000120451	Brain_Hippocampus	3.38919031964266
ENSG00000117335	Brain_Hippocampus	3.43583312400663
ENSG00000163634	Brain_Hippocampus	4.75457571042736
ENSG00000132563	Brain_Hippocampus	5.6724253419715
ENSG00000124212	Brain_Hippocampus	0.237740544616527
ENSG00000182600	Brain_Hippocampus	2.56598751531453
ENSG00000183454	Brain_Hippocampus	1.74367065001276
ENSG00000132911	Brain_Hippocampus	0.0963457171493478
ENSG00000120903	Brain_Hippocampus	0.323801675409631
ENSG00000161896	Brain_Hippocampus	1.51468835079845
ENSG00000144619	Brain_Hippocampus	0.619850446775621
ENSG00000151067	Brain_Hippocampus	1.03980673391927
ENSG00000019102	Brain_Hippocampus	0.773147132685865
ENSG00000138821	Brain_Hippocampus	1.62347382192374
ENSG00000133687	Brain_Hippocampus	2.16592633421857
ENSG00000256053	Brain_Hippocampus	2.32026727747341
ENSG00000101442	Brain_Hippocampus	1.95836440511157
ENSG00000137841	Brain_Hippocampus	1.94661272780594
ENSG00000188641	Brain_Hippocampus	1.18109007722197
ENSG00000239713	Brain_Hippocampus	1.07031996074351
ENSG00000123384	Brain_Hypothalamus	4.38461224283493
ENSG00000120451	Brain_Hypothalamus	3.53282868969461
ENSG00000117335	Brain_Hypothalamus	3.54248140069592
ENSG00000163634	Brain_Hypothalamus	4.59417794185226
ENSG00000132563	Brain_Hypothalamus	5.6724253419715
ENSG00000124212	Brain_Hypothalamus	0.533100835254507
ENSG00000182600	Brain_Hypothalamus	2.93793702477092
ENSG00000183454	Brain_Hypothalamus	0.610324478366533
ENSG00000132911	Brain_Hypothalamus	0.356009114660306
ENSG00000120903	Brain_Hypothalamus	0.231095335273292
ENSG00000161896	Brain_Hypothalamus	1.05089052372157
ENSG00000144619	Brain_Hypothalamus	1.17858991951476
ENSG00000151067	Brain_Hypothalamus	1.44883066484242
ENSG00000019102	Brain_Hypothalamus	0.697887713906514
ENSG00000138821	Brain_Hypothalamus	1.52447264414261
ENSG00000133687	Brain_Hypothalamus	2.49360001186612
ENSG00000256053	Brain_Hypothalamus	2.35169253928883
ENSG00000101442	Brain_Hypothalamus	2.10930605038714
ENSG00000137841	Brain_Hypothalamus	2.32019906583069
ENSG00000188641	Brain_Hypothalamus	1.27266350669481
ENSG00000239713	Brain_Hypothalamus	1.00186189485582
ENSG00000123384	Brain_Nucleus_accumbens_basal_ganglia	4.90193081399268
ENSG00000120451	Brain_Nucleus_accumbens_basal_ganglia	3.4682866970749
ENSG00000117335	Brain_Nucleus_accumbens_basal_ganglia	3.12164796864371
ENSG00000163634	Brain_Nucleus_accumbens_basal_ganglia	4.78517695156454
ENSG00000132563	Brain_Nucleus_accumbens_basal_ganglia	5.6724253419715
ENSG00000124212	Brain_Nucleus_accumbens_basal_ganglia	0.972509819384298
ENSG00000182600	Brain_Nucleus_accumbens_basal_ganglia	2.00101657517257
ENSG00000183454	Brain_Nucleus_accumbens_basal_ganglia	1.02184624619621
ENSG00000132911	Brain_Nucleus_accumbens_basal_ganglia	0.0657390837114749
ENSG00000120903	Brain_Nucleus_accumbens_basal_ganglia	0.0322961828905963
ENSG00000161896	Brain_Nucleus_accumbens_basal_ganglia	0.610369414800909
ENSG00000144619	Brain_Nucleus_accumbens_basal_ganglia	0.957252941006547
ENSG00000151067	Brain_Nucleus_accumbens_basal_ganglia	1.36940504984031
ENSG00000019102	Brain_Nucleus_accumbens_basal_ganglia	0.821053988243308
ENSG00000138821	Brain_Nucleus_accumbens_basal_ganglia	1.33699803203216
ENSG00000133687	Brain_Nucleus_accumbens_basal_ganglia	3.11274826322988
ENSG00000256053	Brain_Nucleus_accumbens_basal_ganglia	2.39926697055424
ENSG00000101442	Brain_Nucleus_accumbens_basal_ganglia	2.45330417244575
ENSG00000137841	Brain_Nucleus_accumbens_basal_ganglia	2.67809019965113
ENSG00000188641	Brain_Nucleus_accumbens_basal_ganglia	0.870026523836712
ENSG00000239713	Brain_Nucleus_accumbens_basal_ganglia	0.922651270428725
ENSG00000123384	Brain_Putamen_basal_ganglia	4.48721149243837
ENSG00000120451	Brain_Putamen_basal_ganglia	3.47210971956099
ENSG00000117335	Brain_Putamen_basal_ganglia	3.2334015702742
ENSG00000163634	Brain_Putamen_basal_ganglia	4.62799312289449
ENSG00000132563	Brain_Putamen_basal_ganglia	5.43987031489173
ENSG00000124212	Brain_Putamen_basal_ganglia	0.660054612787175
ENSG00000182600	Brain_Putamen_basal_ganglia	2.44241342307029
ENSG00000183454	Brain_Putamen_basal_ganglia	1.10433296418281
ENSG00000132911	Brain_Putamen_basal_ganglia	0.0949907771648142
ENSG00000120903	Brain_Putamen_basal_ganglia	0.0709408271322788
ENSG00000161896	Brain_Putamen_basal_ganglia	1.28156679807977
ENSG00000144619	Brain_Putamen_basal_ganglia	0.966838843477762
ENSG00000151067	Brain_Putamen_basal_ganglia	1.20312519661997
ENSG00000019102	Brain_Putamen_basal_ganglia	1.29997703773606
ENSG00000138821	Brain_Putamen_basal_ganglia	1.82526840500361
ENSG00000133687	Brain_Putamen_basal_ganglia	2.28106895170045
ENSG00000256053	Brain_Putamen_basal_ganglia	2.1353211652164
ENSG00000101442	Brain_Putamen_basal_ganglia	2.21036724292775
ENSG00000137841	Brain_Putamen_basal_ganglia	2.23887657344218
ENSG00000188641	Brain_Putamen_basal_ganglia	0.905333151743715
ENSG00000239713	Brain_Putamen_basal_ganglia	0.995900176104537
ENSG00000123384	Brain_Spinal_cord_cervical_c-1	3.26448140122803
ENSG00000120451	Brain_Spinal_cord_cervical_c-1	3.71326294927852
ENSG00000117335	Brain_Spinal_cord_cervical_c-1	4.05617744002453
ENSG00000163634	Brain_Spinal_cord_cervical_c-1	4.32457474889904
ENSG00000132563	Brain_Spinal_cord_cervical_c-1	3.82735995653698
ENSG00000124212	Brain_Spinal_cord_cervical_c-1	0.294638731373164
ENSG00000182600	Brain_Spinal_cord_cervical_c-1	4.15317858020209
ENSG00000183454	Brain_Spinal_cord_cervical_c-1	0.337559295759418
ENSG00000132911	Brain_Spinal_cord_cervical_c-1	0.424354018572868
ENSG00000120903	Brain_Spinal_cord_cervical_c-1	0.11517070516318
ENSG00000161896	Brain_Spinal_cord_cervical_c-1	2.71759181655963
ENSG00000144619	Brain_Spinal_cord_cervical_c-1	0.379352023013756
ENSG00000151067	Brain_Spinal_cord_cervical_c-1	0.65395967007323
ENSG00000019102	Brain_Spinal_cord_cervical_c-1	0.645892402595398
ENSG00000138821	Brain_Spinal_cord_cervical_c-1	1.80659377178237
ENSG00000133687	Brain_Spinal_cord_cervical_c-1	1.24000000180444
ENSG00000256053	Brain_Spinal_cord_cervical_c-1	2.25485871864937
ENSG00000101442	Brain_Spinal_cord_cervical_c-1	2.08823886102371
ENSG00000137841	Brain_Spinal_cord_cervical_c-1	2.93809272041858
ENSG00000188641	Brain_Spinal_cord_cervical_c-1	1.99558982232971
ENSG00000239713	Brain_Spinal_cord_cervical_c-1	1.60548720449559
ENSG00000123384	Brain_Substantia_nigra	4.13901308535063
ENSG00000120451	Brain_Substantia_nigra	3.5397144928293
ENSG00000117335	Brain_Substantia_nigra	3.65745060798871
ENSG00000163634	Brain_Substantia_nigra	4.5324200180018
ENSG00000132563	Brain_Substantia_nigra	5.51609699399165
ENSG00000124212	Brain_Substantia_nigra	0.287947326692341
ENSG00000182600	Brain_Substantia_nigra	3.00687682086125
ENSG00000183454	Brain_Substantia_nigra	0.415923120780239
ENSG00000132911	Brain_Substantia_nigra	0.175157037148845
ENSG00000120903	Brain_Substantia_nigra	0.383831195671151
ENSG00000161896	Brain_Substantia_nigra	2.06070978298782
ENSG00000144619	Brain_Substantia_nigra	1.27870169068437
ENSG00000151067	Brain_Substantia_nigra	0.919143476394106
ENSG00000019102	Brain_Substantia_nigra	0.839502625440885
ENSG00000138821	Brain_Substantia_nigra	1.86395814702784
ENSG00000133687	Brain_Substantia_nigra	2.03183486703425
ENSG00000256053	Brain_Substantia_nigra	2.27409828359783
ENSG00000101442	Brain_Substantia_nigra	1.82571502018814
ENSG00000137841	Brain_Substantia_nigra	2.68982814084056
ENSG00000188641	Brain_Substantia_nigra	1.48712640241599
ENSG00000239713	Brain_Substantia_nigra	1.42222931460242
ENSG00000123384	Breast_Mammary_Tissue	5.6724253419715
ENSG00000120451	Breast_Mammary_Tissue	3.65688561629835
ENSG00000117335	Breast_Mammary_Tissue	5.45288287558789
ENSG00000163634	Breast_Mammary_Tissue	4.53269675766973
ENSG00000132563	Breast_Mammary_Tissue	1.38305206483198
ENSG00000124212	Breast_Mammary_Tissue	3.98251498280756
ENSG00000182600	Breast_Mammary_Tissue	0.918132837310975
ENSG00000183454	Breast_Mammary_Tissue	0.0729410644617829
ENSG00000132911	Breast_Mammary_Tissue	0
ENSG00000120903	Breast_Mammary_Tissue	0.0178142765880903
ENSG00000161896	Breast_Mammary_Tissue	0.379376125151498
ENSG00000144619	Breast_Mammary_Tissue	0.914982241792734
ENSG00000151067	Breast_Mammary_Tissue	1.16890962613903
ENSG00000019102	Breast_Mammary_Tissue	2.26411436817207
ENSG00000138821	Breast_Mammary_Tissue	2.13091198938231
ENSG00000133687	Breast_Mammary_Tissue	3.39833509720966
ENSG00000256053	Breast_Mammary_Tissue	2.32108331872168
ENSG00000101442	Breast_Mammary_Tissue	2.92542499976231
ENSG00000137841	Breast_Mammary_Tissue	2.0053150319043
ENSG00000188641	Breast_Mammary_Tissue	3.09611490366067
ENSG00000239713	Breast_Mammary_Tissue	2.16529457506797
ENSG00000123384	Cells_EBV-transformed_lymphocytes	0.428850868420616
ENSG00000120451	Cells_EBV-transformed_lymphocytes	3.44954128876382
ENSG00000117335	Cells_EBV-transformed_lymphocytes	4.7231554468023
ENSG00000163634	Cells_EBV-transformed_lymphocytes	5.56889810459249
ENSG00000132563	Cells_EBV-transformed_lymphocytes	0.762814398311183
ENSG00000124212	Cells_EBV-transformed_lymphocytes	0.0479969686057347
ENSG00000182600	Cells_EBV-transformed_lymphocytes	0.127130684337611
ENSG00000183454	Cells_EBV-transformed_lymphocytes	0.0445998715797971
ENSG00000132911	Cells_EBV-transformed_lymphocytes	0.0126738242598627
ENSG00000120903	Cells_EBV-transformed_lymphocytes	0.0310988136577032
ENSG00000161896	Cells_EBV-transformed_lymphocytes	0.0439652636896545
ENSG00000144619	Cells_EBV-transformed_lymphocytes	0.00772111493991864
ENSG00000151067	Cells_EBV-transformed_lymphocytes	0.0207101929697061
ENSG00000019102	Cells_EBV-transformed_lymphocytes	0.275508736041635
ENSG00000138821	Cells_EBV-transformed_lymphocytes	3.92205180444998
